packet_number,length,bssid,ta,ra,fc_type_subtype,data_rate,channel,frequency,phy,short_gi,signal_strength,bandwidth,mcs_index,spatial_streams_tx_max,tsf_timestamp,timestamp_wireshark,timestamp_readable
127,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-79,0x00a0,,,674722104616,1742821810.2819145,2025-03-24 15:10:10.281914
128,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-79,0x00a0,,,674722201987,1742821810.378857,2025-03-24 15:10:10.378857
129,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-79,0x00a0,,,674722203776,1742821810.3804011,2025-03-24 15:10:10.380401
130,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-79,0x00a0,,,674722205581,1742821810.3825095,2025-03-24 15:10:10.382509
131,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-79,0x00a0,,,674722306176,1742821810.4830697,2025-03-24 15:10:10.483070
132,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-79,0x00a0,,,674722307981,1742821810.484912,2025-03-24 15:10:10.484912
133,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-79,0x00a0,,,674722309416,1742821810.4867327,2025-03-24 15:10:10.486733
134,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-76,0x00a0,,,674722406787,1742821810.5836914,2025-03-24 15:10:10.583691
135,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-76,0x00a0,,,674722408576,1742821810.5854468,2025-03-24 15:10:10.585447
136,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-76,0x00a0,,,674722410381,1742821810.5870624,2025-03-24 15:10:10.587062
137,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-76,0x00a0,,,674722411816,1742821810.5891142,2025-03-24 15:10:10.589114
138,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-75,0x00a0,,,674722509187,1742821810.6858187,2025-03-24 15:10:10.685819
139,1114,04:e7:95:1d:b4:b0,04:e7:95:1d:b4:b0,0c:ed:c8:1e:fb:bf,0x0028,1,11,2462,4,False,-95,0x00a0,,,,1742821810.7414327,2025-03-24 15:10:10.741433
140,66,,,0c:ed:c8:1e:fb:bf,0x001d,1,11,2462,4,False,-96,0x00a0,,,,1742821810.774777,2025-03-24 15:10:10.774777
141,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-76,0x00a0,,,674722713987,1742821810.8908856,2025-03-24 15:10:10.890886
142,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-76,0x00a0,,,674722715776,1742821810.8926923,2025-03-24 15:10:10.892692
143,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-71,0x00a0,,,674722816387,1742821810.9932628,2025-03-24 15:10:10.993263
144,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-76,0x00a0,,,674722818176,1742821810.9947772,2025-03-24 15:10:10.994777
145,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-76,0x00a0,,,674722819981,1742821810.9969156,2025-03-24 15:10:10.996916
146,66,,,b6:50:aa:a8:37:c4,0x001d,6,1,2412,6,False,-87,0x00c0,,,,1742821811.5803285,2025-03-24 15:10:11.580328
147,361,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-89,0x00a0,,,24122952704266,1742821811.6461713,2025-03-24 15:10:11.646171
148,355,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,48:87:59:34:19:a6,0x0005,5.5,1,2412,4,False,-89,0x00a0,,,24122952721818,1742821811.663963,2025-03-24 15:10:11.663963
149,183,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,01:00:5e:00:00:fb,0x0020,11,1,2412,4,False,-89,0x00a0,,,,1742821811.7030811,2025-03-24 15:10:11.703081
150,361,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-89,0x00a0,,,24122952806721,1742821811.7488403,2025-03-24 15:10:11.748840
151,389,04:e7:95:1d:b2:b1,04:e7:95:1d:b2:b1,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-89,0x00a0,,,24122952808464,1742821811.7506304,2025-03-24 15:10:11.750630
152,365,04:e7:95:1d:b2:b2,04:e7:95:1d:b2:b2,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-89,0x00a0,,,24122952810040,1742821811.75217,2025-03-24 15:10:11.752170
153,85,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,b6:50:aa:a8:37:c4,0x000d,5.5,1,2412,4,False,-89,0x00a0,,,,1742821811.8160422,2025-03-24 15:10:11.816042
154,66,,,b6:50:aa:a8:37:c4,0x001d,1,1,2412,4,False,-89,0x00a0,,,,1742821811.8178585,2025-03-24 15:10:11.817858
155,161,ff:ff:ff:ff:ff:ff,20:2b:20:1c:a0:55,ff:ff:ff:ff:ff:ff,0x0004,6,3,2422,6,False,-54,0x00c0,,,,1742821812.1922946,2025-03-24 15:10:12.192295
156,153,ff:ff:ff:ff:ff:ff,20:2b:20:1c:a0:55,ff:ff:ff:ff:ff:ff,0x0004,6,3,2422,6,False,-54,0x00c0,,,,1742821812.1925874,2025-03-24 15:10:12.192587
157,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-66,0x00a0,,,674720259981,1742821812.700645,2025-03-24 15:10:12.700645
158,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-66,0x00a0,,,674720261416,1742821812.7021596,2025-03-24 15:10:12.702160
159,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-65,0x00a0,,,674720362381,1742821812.8028064,2025-03-24 15:10:12.802806
160,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674720462379,1742821812.9029791,2025-03-24 15:10:12.902979
161,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674720464168,1742821812.9048164,2025-03-24 15:10:12.904816
162,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674720465973,1742821812.9065778,2025-03-24 15:10:12.906578
163,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674720467408,1742821812.9084194,2025-03-24 15:10:12.908419
164,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674720564438,1742821813.004823,2025-03-24 15:10:13.004823
165,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674720566227,1742821813.0073204,2025-03-24 15:10:13.007320
166,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674720568032,1742821813.0084174,2025-03-24 15:10:13.008417
167,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674720569467,1742821813.0102296,2025-03-24 15:10:13.010230
168,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674720667339,1742821813.1079605,2025-03-24 15:10:13.107960
169,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674720669128,1742821813.109485,2025-03-24 15:10:13.109485
170,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674720670933,1742821813.1117537,2025-03-24 15:10:13.111754
171,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674720672368,1742821813.1134043,2025-03-24 15:10:13.113404
172,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,9,2452,4,False,-79,0x00a0,,,674725480576,1742821813.6572404,2025-03-24 15:10:13.657240
173,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,9,2452,4,False,-79,0x00a0,,,674725482381,1742821813.6590223,2025-03-24 15:10:13.659022
174,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,9,2452,4,False,-80,0x00a0,,,674725483816,1742821813.6608324,2025-03-24 15:10:13.660832
175,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,9,2452,4,False,-79,0x00a0,,,674725581187,1742821813.7578254,2025-03-24 15:10:13.757825
176,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,9,2452,4,False,-79,0x00a0,,,674725582976,1742821813.7596092,2025-03-24 15:10:13.759609
177,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,9,2452,4,False,-79,0x00a0,,,674725584781,1742821813.7614365,2025-03-24 15:10:13.761436
178,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,9,2452,4,False,-79,0x00a0,,,674725586216,1742821813.7632358,2025-03-24 15:10:13.763236
179,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,9,2452,4,False,-79,0x00a0,,,674725683587,1742821813.860226,2025-03-24 15:10:13.860226
180,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,9,2452,4,False,-80,0x00a0,,,674725685376,1742821813.8620152,2025-03-24 15:10:13.862015
181,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,9,2452,4,False,-80,0x00a0,,,674725687181,1742821813.8638432,2025-03-24 15:10:13.863843
182,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,9,2452,4,False,-79,0x00a0,,,674725688616,1742821813.8656354,2025-03-24 15:10:13.865635
183,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-77,0x00a0,,,674726195587,1742821814.3722496,2025-03-24 15:10:14.372250
184,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-78,0x00a0,,,674726197376,1742821814.374011,2025-03-24 15:10:14.374011
185,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-77,0x00a0,,,674726199181,1742821814.3758166,2025-03-24 15:10:14.375817
186,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-77,0x00a0,,,674726200616,1742821814.3810902,2025-03-24 15:10:14.381090
187,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-78,0x00a0,,,674726297987,1742821814.474929,2025-03-24 15:10:14.474929
188,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-78,0x00a0,,,674726299776,1742821814.476446,2025-03-24 15:10:14.476446
189,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-78,0x00a0,,,674726400387,1742821814.5770676,2025-03-24 15:10:14.577068
190,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-78,0x00a0,,,674726403981,1742821814.580717,2025-03-24 15:10:14.580717
191,66,,,b6:50:aa:a8:37:c4,0x001d,1,1,2412,4,False,-91,0x00a0,,,,1742821815.3228471,2025-03-24 15:10:15.322847
192,208,ff:ff:ff:ff:ff:ff,60:6e:e8:2d:ed:89,ff:ff:ff:ff:ff:ff,0x0004,5.5,3,2422,4,False,-69,0x00a0,,,,1742821815.8915536,2025-03-24 15:10:15.891554
193,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-66,0x00a0,,,674723840387,1742821816.281009,2025-03-24 15:10:16.281009
194,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-66,0x00a0,,,674723843981,1742821816.2846174,2025-03-24 15:10:16.284617
195,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-66,0x00a0,,,674723942787,1742821816.3834903,2025-03-24 15:10:16.383490
196,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-66,0x00a0,,,674724045187,1742821816.4858,2025-03-24 15:10:16.485800
197,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674724148364,1742821816.5887117,2025-03-24 15:10:16.588712
198,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-65,0x00a0,,,674724150153,1742821816.591674,2025-03-24 15:10:16.591674
199,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674724151958,1742821816.5923276,2025-03-24 15:10:16.592328
200,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674724153393,1742821816.594141,2025-03-24 15:10:16.594141
201,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-67,0x00a0,,,674724249987,1742821816.6906612,2025-03-24 15:10:16.690661
202,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-67,0x00a0,,,674724251776,1742821816.6924608,2025-03-24 15:10:16.692461
203,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-67,0x00a0,,,674724253581,1742821816.6942413,2025-03-24 15:10:16.694241
204,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-67,0x00a0,,,674724255016,1742821816.6960447,2025-03-24 15:10:16.696045
205,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-73,0x00a0,,,674729574787,1742821817.7516832,2025-03-24 15:10:17.751683
206,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-74,0x00a0,,,674729576576,1742821817.7533166,2025-03-24 15:10:17.753317
207,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-74,0x00a0,,,674729578381,1742821817.7552972,2025-03-24 15:10:17.755297
208,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-74,0x00a0,,,674729579816,1742821817.7571874,2025-03-24 15:10:17.757187
209,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-73,0x00a0,,,674729677187,1742821817.8538501,2025-03-24 15:10:17.853850
210,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-73,0x00a0,,,674729678976,1742821817.8560002,2025-03-24 15:10:17.856000
211,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-73,0x00a0,,,674729680781,1742821817.8574955,2025-03-24 15:10:17.857496
212,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-73,0x00a0,,,674729682216,1742821817.8595428,2025-03-24 15:10:17.859543
213,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-74,0x00a0,,,674729779587,1742821817.956492,2025-03-24 15:10:17.956492
214,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-74,0x00a0,,,674729781376,1742821817.9580374,2025-03-24 15:10:17.958037
215,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-74,0x00a0,,,674729783181,1742821817.959933,2025-03-24 15:10:17.959933
216,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-74,0x00a0,,,674729784616,1742821817.9620037,2025-03-24 15:10:17.962004
217,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-78,0x00a0,,,674729985813,1742821818.1627853,2025-03-24 15:10:18.162785
218,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-78,0x00a0,,,674729987602,1742821818.1645627,2025-03-24 15:10:18.164563
219,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-78,0x00a0,,,674729989407,1742821818.16638,2025-03-24 15:10:18.166380
220,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-79,0x00a0,,,674729990842,1742821818.168189,2025-03-24 15:10:18.168189
221,361,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-89,0x00a0,,,24122959974638,1742821818.9167058,2025-03-24 15:10:18.916706
222,389,04:e7:95:1d:b2:b1,04:e7:95:1d:b2:b1,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-89,0x00a0,,,24122959975326,1742821818.917183,2025-03-24 15:10:18.917183
223,361,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-89,0x00a0,,,24122960077038,1742821819.0188599,2025-03-24 15:10:19.018860
224,389,04:e7:95:1d:b2:b1,04:e7:95:1d:b2:b1,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-89,0x00a0,,,24122960077717,1742821819.0195396,2025-03-24 15:10:19.019540
225,365,04:e7:95:1d:b2:b2,04:e7:95:1d:b2:b2,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-89,0x00a0,,,24122960078446,1742821819.0205407,2025-03-24 15:10:19.020541
226,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-68,0x00a0,,,674727526787,1742821819.967425,2025-03-24 15:10:19.967425
227,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-69,0x00a0,,,674727528576,1742821819.9691918,2025-03-24 15:10:19.969192
228,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-68,0x00a0,,,674727630976,1742821820.0716503,2025-03-24 15:10:20.071650
229,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-68,0x00a0,,,674727632781,1742821820.0734618,2025-03-24 15:10:20.073462
230,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-68,0x00a0,,,674727634216,1742821820.0752647,2025-03-24 15:10:20.075265
231,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674727731587,1742821820.1722152,2025-03-24 15:10:20.172215
232,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674727733376,1742821820.1740494,2025-03-24 15:10:20.174049
233,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674727735181,1742821820.1757526,2025-03-24 15:10:20.175753
234,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-65,0x00a0,,,674727736616,1742821820.1776624,2025-03-24 15:10:20.177662
235,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-64,0x00a0,,,674727837923,1742821820.2782764,2025-03-24 15:10:20.278276
236,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-64,0x00a0,,,674727839712,1742821820.2800703,2025-03-24 15:10:20.280070
237,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-65,0x00a0,,,674727841517,1742821820.2819223,2025-03-24 15:10:20.281922
238,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-64,0x00a0,,,674727842952,1742821820.2837398,2025-03-24 15:10:20.283740
239,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674727938341,1742821820.3786967,2025-03-24 15:10:20.378697
240,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-65,0x00a0,,,674727940130,1742821820.380795,2025-03-24 15:10:20.380795
241,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,8,2447,4,False,-75,0x00a0,,,674728243587,1742821820.6839263,2025-03-24 15:10:20.683926
242,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,8,2447,4,False,-74,0x00a0,,,674728245376,1742821820.6857398,2025-03-24 15:10:20.685740
243,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,8,2447,4,False,-74,0x00a0,,,674728247181,1742821820.6875427,2025-03-24 15:10:20.687543
244,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,8,2447,4,False,-75,0x00a0,,,674728248616,1742821820.6893542,2025-03-24 15:10:20.689354
245,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,8,2447,4,False,-74,0x00a0,,,674728450176,1742821820.8908172,2025-03-24 15:10:20.890817
246,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,9,2452,4,False,-80,0x00a0,,,674732749187,1742821820.9261441,2025-03-24 15:10:20.926144
247,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,9,2452,4,False,-80,0x00a0,,,674732754216,1742821820.9313135,2025-03-24 15:10:20.931314
248,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-78,0x00a0,,,674733160804,1742821821.3377433,2025-03-24 15:10:21.337743
249,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-75,0x00a0,,,674733261187,1742821821.438013,2025-03-24 15:10:21.438013
250,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-75,0x00a0,,,674733262976,1742821821.4395993,2025-03-24 15:10:21.439599
251,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-75,0x00a0,,,674733264781,1742821821.4415026,2025-03-24 15:10:21.441503
252,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-75,0x00a0,,,674733266216,1742821821.4432425,2025-03-24 15:10:21.443243
