packet_number,length,bssid,ta,ra,fc_type_subtype,data_rate,channel,frequency,phy,short_gi,signal_strength,bandwidth,mcs_index,spatial_streams_tx_max,tsf_timestamp,timestamp_wireshark,timestamp_readable
1,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,4,2427,4,False,-68,0x00a0,,,674709099326,1742821801.5397887,2025-03-24 15:10:01.539789
2,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,4,2427,4,False,-68,0x00a0,,,674709202432,1742821801.643187,2025-03-24 15:10:01.643187
3,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-67,0x00a0,,,674709305083,1742821801.745813,2025-03-24 15:10:01.745813
4,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-67,0x00a0,,,674709306888,1742821801.747628,2025-03-24 15:10:01.747628
5,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-67,0x00a0,,,674709308323,1742821801.7493937,2025-03-24 15:10:01.749394
6,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-67,0x00a0,,,674709401987,1742821801.8424268,2025-03-24 15:10:01.842427
7,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-67,0x00a0,,,674709403776,1742821801.8444977,2025-03-24 15:10:01.844498
8,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-67,0x00a0,,,674709405581,1742821801.8463106,2025-03-24 15:10:01.846311
9,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-67,0x00a0,,,674709407016,1742821801.8481164,2025-03-24 15:10:01.848116
10,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-67,0x00a0,,,674709504387,1742821801.9450898,2025-03-24 15:10:01.945090
11,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-67,0x00a0,,,674709506176,1742821801.9468937,2025-03-24 15:10:01.946894
12,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-67,0x00a0,,,674709507981,1742821801.948711,2025-03-24 15:10:01.948711
13,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-67,0x00a0,,,674709611383,1742821802.052037,2025-03-24 15:10:02.052037
14,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674709613172,1742821802.053794,2025-03-24 15:10:02.053794
15,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674709614977,1742821802.055806,2025-03-24 15:10:02.055806
16,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674709616412,1742821802.05747,2025-03-24 15:10:02.057470
17,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-67,0x00a0,,,674709709193,1742821802.1499124,2025-03-24 15:10:02.149912
18,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-67,0x00a0,,,674709710982,1742821802.1516936,2025-03-24 15:10:02.151694
19,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-67,0x00a0,,,674709712787,1742821802.1535158,2025-03-24 15:10:02.153516
20,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-67,0x00a0,,,674709714222,1742821802.1552625,2025-03-24 15:10:02.155262
21,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-77,0x00a0,,,674714933376,1742821803.1100934,2025-03-24 15:10:03.110093
22,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-77,0x00a0,,,674714935181,1742821803.1121254,2025-03-24 15:10:03.112125
23,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-77,0x00a0,,,674714936616,1742821803.113922,2025-03-24 15:10:03.113922
24,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-77,0x00a0,,,674715035776,1742821803.212681,2025-03-24 15:10:03.212681
25,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-77,0x00a0,,,674715037581,1742821803.2142591,2025-03-24 15:10:03.214259
26,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-77,0x00a0,,,674715138176,1742821803.315091,2025-03-24 15:10:03.315091
27,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-76,0x00a0,,,674715139981,1742821803.316974,2025-03-24 15:10:03.316974
28,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-77,0x00a0,,,674715141416,1742821803.3187463,2025-03-24 15:10:03.318746
29,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-76,0x00a0,,,674715238787,1742821803.415433,2025-03-24 15:10:03.415433
30,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-76,0x00a0,,,674715240576,1742821803.417223,2025-03-24 15:10:03.417223
31,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-76,0x00a0,,,674715242381,1742821803.4193516,2025-03-24 15:10:03.419352
32,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-76,0x00a0,,,674715243816,1742821803.4211407,2025-03-24 15:10:03.421141
33,239,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,60:6e:e8:2d:ed:89,0x0005,1,12,2467,4,False,-77,0x00a0,,,674715371224,1742821803.547808,2025-03-24 15:10:03.547808
34,208,ff:ff:ff:ff:ff:ff,60:6e:e8:2d:ed:89,ff:ff:ff:ff:ff:ff,0x0004,5.5,12,2467,4,False,-72,0x00a0,,,,1742821803.6126618,2025-03-24 15:10:03.612662
35,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-77,0x00a0,,,674715545987,1742821803.7228732,2025-03-24 15:10:03.722873
36,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,13,2472,4,False,-81,0x00a0,,,674715648387,1742821803.8253326,2025-03-24 15:10:03.825333
37,361,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-90,0x00a0,,,24122945433838,1742821804.3759818,2025-03-24 15:10:04.375982
38,389,04:e7:95:1d:b2:b1,04:e7:95:1d:b2:b1,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-90,0x00a0,,,24122945434526,1742821804.3765216,2025-03-24 15:10:04.376522
39,365,04:e7:95:1d:b2:b2,04:e7:95:1d:b2:b2,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-89,0x00a0,,,24122945435255,1742821804.3773007,2025-03-24 15:10:04.377301
40,361,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-89,0x00a0,,,24122945536890,1742821804.4790962,2025-03-24 15:10:04.479096
41,389,04:e7:95:1d:b2:b1,04:e7:95:1d:b2:b1,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-89,0x00a0,,,24122945537578,1742821804.4800448,2025-03-24 15:10:04.480045
42,365,04:e7:95:1d:b2:b2,04:e7:95:1d:b2:b2,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-90,0x00a0,,,24122945538307,1742821804.48027,2025-03-24 15:10:04.480270
43,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,4,2427,4,False,-71,0x00a0,,,674712888616,1742821805.3297186,2025-03-24 15:10:05.329719
44,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-66,0x00a0,,,674712986157,1742821805.426848,2025-03-24 15:10:05.426848
45,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-66,0x00a0,,,674712987946,1742821805.428605,2025-03-24 15:10:05.428605
46,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-66,0x00a0,,,674712989751,1742821805.4304566,2025-03-24 15:10:05.430457
47,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-66,0x00a0,,,674712991186,1742821805.4322472,2025-03-24 15:10:05.432247
48,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-66,0x00a0,,,674713090176,1742821805.5308816,2025-03-24 15:10:05.530882
49,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-66,0x00a0,,,674713091981,1742821805.5326462,2025-03-24 15:10:05.532646
50,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-66,0x00a0,,,674713093416,1742821805.534476,2025-03-24 15:10:05.534476
51,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674713190787,1742821805.6314952,2025-03-24 15:10:05.631495
52,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674713192576,1742821805.6329832,2025-03-24 15:10:05.632983
53,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674713194381,1742821805.6350985,2025-03-24 15:10:05.635098
54,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674713195816,1742821805.6369076,2025-03-24 15:10:05.636908
55,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674713293187,1742821805.7336252,2025-03-24 15:10:05.733625
56,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674713294976,1742821805.735685,2025-03-24 15:10:05.735685
57,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674713296781,1742821805.7375057,2025-03-24 15:10:05.737506
58,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674713298216,1742821805.7393105,2025-03-24 15:10:05.739311
59,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674713395587,1742821805.8360043,2025-03-24 15:10:05.836004
60,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674713397376,1742821805.837851,2025-03-24 15:10:05.837851
61,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674713399181,1742821805.8396008,2025-03-24 15:10:05.839601
62,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674713400616,1742821805.841411,2025-03-24 15:10:05.841411
63,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-75,0x00a0,,,674718515587,1742821806.6925128,2025-03-24 15:10:06.692513
64,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-75,0x00a0,,,674718517376,1742821806.6940186,2025-03-24 15:10:06.694019
65,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-75,0x00a0,,,674718519181,1742821806.6959214,2025-03-24 15:10:06.695921
66,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-74,0x00a0,,,674718617987,1742821806.794937,2025-03-24 15:10:06.794937
67,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-75,0x00a0,,,674718619776,1742821806.7966568,2025-03-24 15:10:06.796657
68,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-74,0x00a0,,,674718621581,1742821806.7985892,2025-03-24 15:10:06.798589
69,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-74,0x00a0,,,674718623016,1742821806.8003633,2025-03-24 15:10:06.800363
70,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-74,0x00a0,,,674718722176,1742821806.8988302,2025-03-24 15:10:06.898830
71,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-74,0x00a0,,,674718723981,1742821806.901009,2025-03-24 15:10:06.901009
72,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-74,0x00a0,,,674718725416,1742821806.9027228,2025-03-24 15:10:06.902723
73,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-73,0x00a0,,,674718822787,1742821806.999683,2025-03-24 15:10:06.999683
74,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-73,0x00a0,,,674718824576,1742821807.0011854,2025-03-24 15:10:07.001185
75,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-73,0x00a0,,,674718826381,1742821807.0030446,2025-03-24 15:10:07.003045
76,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-73,0x00a0,,,674718827816,1742821807.004952,2025-03-24 15:10:07.004952
77,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-74,0x00a0,,,674718925187,1742821807.1021025,2025-03-24 15:10:07.102103
78,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-74,0x00a0,,,674718926976,1742821807.1036277,2025-03-24 15:10:07.103628
79,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-73,0x00a0,,,674718928781,1742821807.1054444,2025-03-24 15:10:07.105444
80,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-73,0x00a0,,,674718930216,1742821807.107249,2025-03-24 15:10:07.107249
81,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-77,0x00a0,,,674719232387,1742821807.4091973,2025-03-24 15:10:07.409197
82,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,13,2472,4,False,-78,0x00a0,,,674719438976,1742821807.615651,2025-03-24 15:10:07.615651
83,845,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,01:00:5e:00:00:fb,0x0020,11,1,2412,4,False,-87,0x00a0,,,,1742821807.9383888,2025-03-24 15:10:07.938389
84,362,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,01:00:5e:00:00:fb,0x0020,11,1,2412,4,False,-87,0x00a0,,,,1742821807.944049,2025-03-24 15:10:07.944049
85,160,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,ff:ff:ff:ff:ff:ff,0x0020,11,1,2412,4,False,-87,0x00a0,,,,1742821807.9463186,2025-03-24 15:10:07.946319
86,493,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,01:00:5e:00:00:fb,0x0020,11,1,2412,4,False,-87,0x00a0,,,,1742821807.9490168,2025-03-24 15:10:07.949017
87,361,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-89,0x00a0,,,24122949018851,1742821807.9610252,2025-03-24 15:10:07.961025
88,389,04:e7:95:1d:b2:b1,04:e7:95:1d:b2:b1,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-87,0x00a0,,,24122949019655,1742821807.9618595,2025-03-24 15:10:07.961859
89,177,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,01:00:5e:00:00:fb,0x0020,11,1,2412,4,False,-87,0x00a0,,,,1742821807.9759195,2025-03-24 15:10:07.975919
90,922,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,01:00:5e:00:00:fb,0x0020,11,1,2412,4,False,-87,0x00a0,,,,1742821808.000096,2025-03-24 15:10:08.000096
91,817,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,01:00:5e:00:00:fb,0x0020,11,1,2412,4,False,-86,0x00a0,,,,1742821808.0139916,2025-03-24 15:10:08.013992
92,569,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,01:00:5e:00:00:fb,0x0020,11,1,2412,4,False,-87,0x00a0,,,,1742821808.0314672,2025-03-24 15:10:08.031467
93,217,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,01:00:5e:00:00:fb,0x0020,11,1,2412,4,False,-86,0x00a0,,,,1742821808.0317166,2025-03-24 15:10:08.031717
94,361,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-87,0x00a0,,,24122949120238,1742821808.0624552,2025-03-24 15:10:08.062455
95,389,04:e7:95:1d:b2:b1,04:e7:95:1d:b2:b1,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-87,0x00a0,,,24122949120926,1742821808.0628927,2025-03-24 15:10:08.062893
96,365,04:e7:95:1d:b2:b2,04:e7:95:1d:b2:b2,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-87,0x00a0,,,24122949121646,1742821808.0638208,2025-03-24 15:10:08.063821
97,178,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,01:00:5e:00:00:fb,0x0020,11,1,2412,4,False,-87,0x00a0,,,,1742821808.0640552,2025-03-24 15:10:08.064055
98,228,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,01:00:5e:00:00:fb,0x0020,11,1,2412,4,False,-87,0x00a0,,,,1742821808.0870173,2025-03-24 15:10:08.087017
99,146,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,01:00:5e:00:00:02,0x0020,11,1,2412,4,False,-87,0x00a0,,,,1742821808.1111383,2025-03-24 15:10:08.111138
100,146,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,01:00:5e:00:00:fb,0x0020,11,1,2412,4,False,-88,0x00a0,,,,1742821808.1140845,2025-03-24 15:10:08.114084
101,146,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,01:00:5e:00:00:02,0x0020,11,1,2412,4,False,-87,0x00a0,,,,1742821808.1208766,2025-03-24 15:10:08.120877
102,257,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,01:00:5e:7f:ff:fa,0x0020,11,1,2412,4,False,-87,0x00a0,,,,1742821808.1332457,2025-03-24 15:10:08.133246
103,152,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,01:00:5e:00:00:16,0x0020,11,1,2412,4,False,-89,0x00a0,,,,1742821808.1409216,2025-03-24 15:10:08.140922
104,1028,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,01:00:5e:00:00:fb,0x0020,11,1,2412,4,False,-88,0x00a0,,,,1742821808.1549103,2025-03-24 15:10:08.154910
105,361,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-86,0x00a0,,,24122949222638,1742821808.164755,2025-03-24 15:10:08.164755
106,389,04:e7:95:1d:b2:b1,04:e7:95:1d:b2:b1,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-87,0x00a0,,,24122949223326,1742821808.165526,2025-03-24 15:10:08.165526
107,362,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,01:00:5e:00:00:fb,0x0020,11,1,2412,4,False,-87,0x00a0,,,,1742821808.1823354,2025-03-24 15:10:08.182335
108,342,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,01:00:5e:00:00:fb,0x0020,11,1,2412,4,False,-88,0x00a0,,,,1742821808.182613,2025-03-24 15:10:08.182613
109,327,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,01:00:5e:00:00:fb,0x0020,11,1,2412,4,False,-87,0x00a0,,,,1742821808.1843424,2025-03-24 15:10:08.184342
110,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-65,0x00a0,,,674716574384,1742821809.015067,2025-03-24 15:10:09.015067
111,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-66,0x00a0,,,674716576189,1742821809.0170012,2025-03-24 15:10:09.017001
112,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-67,0x00a0,,,674716774787,1742821809.2154882,2025-03-24 15:10:09.215488
113,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-66,0x00a0,,,674716776576,1742821809.2170346,2025-03-24 15:10:09.217035
114,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-66,0x00a0,,,674716778381,1742821809.2190974,2025-03-24 15:10:09.219097
115,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-66,0x00a0,,,674716779816,1742821809.2206533,2025-03-24 15:10:09.220653
116,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674716877714,1742821809.3183749,2025-03-24 15:10:09.318375
117,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674716879503,1742821809.320204,2025-03-24 15:10:09.320204
118,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-67,0x00a0,,,674716881308,1742821809.3219702,2025-03-24 15:10:09.321970
119,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-67,0x00a0,,,674716882743,1742821809.3237934,2025-03-24 15:10:09.323793
120,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-67,0x00a0,,,674716979587,1742821809.4200084,2025-03-24 15:10:09.420008
121,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-67,0x00a0,,,674716981376,1742821809.4217677,2025-03-24 15:10:09.421768
122,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-67,0x00a0,,,674716983181,1742821809.4235766,2025-03-24 15:10:09.423577
123,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674716984616,1742821809.4253695,2025-03-24 15:10:09.425370
124,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-79,0x00a0,,,674722099587,1742821810.2765172,2025-03-24 15:10:10.276517
125,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-79,0x00a0,,,674722101376,1742821810.278282,2025-03-24 15:10:10.278282
126,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-79,0x00a0,,,674722103181,1742821810.2801087,2025-03-24 15:10:10.280109
