packet_number,length,bssid,ta,ra,fc_type_subtype,data_rate,channel,frequency,phy,retry,short_gi,signal_strength,bandwidth,mcs_index,tsf_timestamp,timestamp_wireshark,timestamp_readable
11108,478,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,d4:76:a0:d4:90:60,0x0005,6,64,5320,5,False,False,-75,,,2263183562198,1742833405.180795,2025-03-24 18:23:25.180795
11109,66,,,d4:76:a0:d4:8c:18,0x001d,6,64,5320,5,False,False,-82,,,,1742833405.1808236,2025-03-24 18:23:25.180824
11110,553,d8:21:da:26:2a:75,d8:21:da:26:2a:75,d4:76:a0:d4:90:60,0x0005,6,64,5320,5,True,False,-83,,,959837027611,1742833405.1821833,2025-03-24 18:23:25.182183
11111,493,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-74,,,2263183564854,1742833405.1836317,2025-03-24 18:23:25.183632
11112,553,d8:21:da:26:2a:75,d8:21:da:26:2a:75,d4:76:a0:d4:90:60,0x0005,6,64,5320,5,True,False,-84,,,959837029929,1742833405.1842358,2025-03-24 18:23:25.184236
11113,553,d8:21:da:26:2a:75,d8:21:da:26:2a:75,d4:76:a0:d4:90:60,0x0005,6,64,5320,5,True,False,-83,,,959837030701,1742833405.184939,2025-03-24 18:23:25.184939
11114,553,d8:21:da:26:2a:75,d8:21:da:26:2a:75,d4:76:a0:d4:90:60,0x0005,6,64,5320,5,True,False,-84,,,959837032246,1742833405.1864667,2025-03-24 18:23:25.186467
11115,116,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,ff:ff:ff:ff:ff:ff,0x0020,6,64,5320,5,False,False,-74,,,,1742833405.186515,2025-03-24 18:23:25.186515
11116,553,d8:21:da:26:2a:75,d8:21:da:26:2a:75,d4:76:a0:d4:90:60,0x0005,6,64,5320,5,True,False,-84,,,959837033178,1742833405.1874812,2025-03-24 18:23:25.187481
11117,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-84,,,,1742833405.187514,2025-03-24 18:23:25.187514
11118,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-84,,,,1742833405.1898496,2025-03-24 18:23:25.189850
11119,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-85,,,,1742833405.222929,2025-03-24 18:23:25.222929
11120,460,d8:21:da:26:2a:75,d8:21:da:26:2a:75,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-84,,,959837084628,1742833405.2387514,2025-03-24 18:23:25.238751
11121,84,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x0019,24,64,5320,5,False,False,-85,,,,1742833405.2387815,2025-03-24 18:23:25.238781
11122,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-84,,,,1742833405.240799,2025-03-24 18:23:25.240799
11123,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-85,,,,1742833405.2411087,2025-03-24 18:23:25.241109
11124,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-83,,,,1742833405.244504,2025-03-24 18:23:25.244504
11125,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-85,,,,1742833405.244527,2025-03-24 18:23:25.244527
11126,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-85,,,,1742833405.2448177,2025-03-24 18:23:25.244818
11127,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-82,,,,1742833405.246145,2025-03-24 18:23:25.246145
11128,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-84,,,,1742833405.2486806,2025-03-24 18:23:25.248681
11129,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-84,,,,1742833405.2490597,2025-03-24 18:23:25.249060
11130,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-84,,,,1742833405.2493849,2025-03-24 18:23:25.249385
11131,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-82,,,,1742833405.2585845,2025-03-24 18:23:25.258584
11132,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-84,,,,1742833405.2595768,2025-03-24 18:23:25.259577
11133,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-83,,,,1742833405.2595875,2025-03-24 18:23:25.259588
11134,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-85,,,,1742833405.259982,2025-03-24 18:23:25.259982
11135,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-84,,,,1742833405.260577,2025-03-24 18:23:25.260577
11136,454,08:aa:89:74:ed:c5,08:aa:89:74:ed:c5,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-95,,,1326802841678,1742833405.2731812,2025-03-24 18:23:25.273181
11137,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-84,,,,1742833405.2740366,2025-03-24 18:23:25.274037
11138,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-82,,,,1742833405.274085,2025-03-24 18:23:25.274085
11139,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-83,,,,1742833405.2740953,2025-03-24 18:23:25.274095
11140,493,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-72,,,2263183667254,1742833405.2860363,2025-03-24 18:23:25.286036
11141,243,ff:ff:ff:ff:ff:ff,1e:88:09:2c:52:67,ff:ff:ff:ff:ff:ff,0x0004,6,64,5320,5,False,False,-85,,,,1742833405.2874033,2025-03-24 18:23:25.287403
11142,478,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,1e:88:09:2c:52:67,0x0005,6,64,5320,5,False,False,-72,,,2263183669791,1742833405.2883406,2025-03-24 18:23:25.288341
11143,66,,,d4:76:a0:d4:8c:18,0x001d,6,64,5320,5,False,False,-85,,,,1742833405.288359,2025-03-24 18:23:25.288359
11144,66,,,08:aa:89:77:22:d1,0x001c,12,64,5320,5,False,False,-93,,,,1742833405.2965922,2025-03-24 18:23:25.296592
11145,66,,,08:aa:89:77:22:d1,0x001c,12,64,5320,5,False,False,-94,,,,1742833405.2985194,2025-03-24 18:23:25.298519
11146,66,,,08:aa:89:77:22:d1,0x001c,12,64,5320,5,False,False,-94,,,,1742833405.299073,2025-03-24 18:23:25.299073
11147,66,,,08:aa:89:77:22:d1,0x001c,12,64,5320,5,False,False,-92,,,,1742833405.3005352,2025-03-24 18:23:25.300535
11148,66,,,08:aa:89:77:22:d1,0x001c,12,64,5320,5,False,False,-91,,,,1742833405.302288,2025-03-24 18:23:25.302288
11149,66,,,08:aa:89:77:22:d1,0x001c,12,64,5320,5,False,False,-91,,,,1742833405.3042636,2025-03-24 18:23:25.304264
11150,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-84,,,,1742833405.3099923,2025-03-24 18:23:25.309992
11151,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-84,,,,1742833405.3100164,2025-03-24 18:23:25.310016
11152,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-82,,,,1742833405.3102677,2025-03-24 18:23:25.310268
11153,66,,,08:aa:89:77:22:d1,0x001c,12,64,5320,5,False,False,-91,,,,1742833405.3157048,2025-03-24 18:23:25.315705
11154,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-84,,,,1742833405.3194184,2025-03-24 18:23:25.319418
11155,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-85,,,,1742833405.336943,2025-03-24 18:23:25.336943
11156,66,,,e0:3e:44:6c:2a:75,0x001c,6,64,5320,5,False,False,-92,,,,1742833405.3385317,2025-03-24 18:23:25.338532
11157,460,d8:21:da:26:2a:75,d8:21:da:26:2a:75,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-86,,,959837184650,1742833405.338746,2025-03-24 18:23:25.338746
11158,454,08:aa:89:74:ed:c5,08:aa:89:74:ed:c5,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-94,,,1326802944091,1742833405.3753426,2025-03-24 18:23:25.375343
11159,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-82,,,,1742833405.385832,2025-03-24 18:23:25.385832
11160,493,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-72,,,2263183769654,1742833405.3884175,2025-03-24 18:23:25.388417
11161,116,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,ff:ff:ff:ff:ff:ff,0x0020,6,64,5320,5,False,False,-72,,,,1742833405.388448,2025-03-24 18:23:25.388448
11162,116,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,ff:ff:ff:ff:ff:ff,0x0020,6,64,5320,5,False,False,-72,,,,1742833405.3884537,2025-03-24 18:23:25.388454
11163,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-84,,,,1742833405.3924792,2025-03-24 18:23:25.392479
11164,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-83,,,,1742833405.393123,2025-03-24 18:23:25.393123
11165,140,ff:ff:ff:ff:ff:ff,d4:76:a0:d4:8d:e0,ff:ff:ff:ff:ff:ff,0x0004,6,64,5320,5,False,False,-76,,,,1742833405.4004092,2025-03-24 18:23:25.400409
11166,553,d8:21:da:26:2a:75,d8:21:da:26:2a:75,d4:76:a0:d4:8d:e0,0x0005,6,64,5320,5,False,False,-87,,,959837247215,1742833405.4014704,2025-03-24 18:23:25.401470
11167,553,d8:21:da:26:2a:75,d8:21:da:26:2a:75,d4:76:a0:d4:8d:e0,0x0005,6,64,5320,5,True,False,-87,,,959837247996,1742833405.402333,2025-03-24 18:23:25.402333
11168,66,,,d8:21:da:26:2a:75,0x001d,6,64,5320,5,False,False,-77,,,,1742833405.4023626,2025-03-24 18:23:25.402363
11169,478,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,d4:76:a0:d4:8d:e0,0x0005,6,64,5320,5,False,False,-70,,,2263183784385,1742833405.4029596,2025-03-24 18:23:25.402960
11170,66,,,d4:76:a0:d4:8c:18,0x001d,6,64,5320,5,False,False,-77,,,,1742833405.40299,2025-03-24 18:23:25.402990
11171,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-85,,,,1742833405.4078004,2025-03-24 18:23:25.407800
11172,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-85,,,,1742833405.418492,2025-03-24 18:23:25.418492
11173,140,ff:ff:ff:ff:ff:ff,d4:76:a0:d4:8d:e0,ff:ff:ff:ff:ff:ff,0x0004,6,64,5320,5,False,False,-77,,,,1742833405.4205346,2025-03-24 18:23:25.420535
11174,478,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,d4:76:a0:d4:8d:e0,0x0005,6,64,5320,5,False,False,-71,,,2263183803097,1742833405.421875,2025-03-24 18:23:25.421875
11175,66,,,d4:76:a0:d4:8c:18,0x001d,6,64,5320,5,False,False,-77,,,,1742833405.4219038,2025-03-24 18:23:25.421904
11176,553,d8:21:da:26:2a:75,d8:21:da:26:2a:75,d4:76:a0:d4:8d:e0,0x0005,6,64,5320,5,False,False,-87,,,959837268203,1742833405.4227424,2025-03-24 18:23:25.422742
11177,553,d8:21:da:26:2a:75,d8:21:da:26:2a:75,d4:76:a0:d4:8d:e0,0x0005,6,64,5320,5,True,False,-87,,,959837268967,1742833405.4233336,2025-03-24 18:23:25.423334
11178,66,,,d8:21:da:26:2a:75,0x001d,6,64,5320,5,False,False,-77,,,,1742833405.4233572,2025-03-24 18:23:25.423357
11179,140,ff:ff:ff:ff:ff:ff,d4:76:a0:d4:8d:e0,ff:ff:ff:ff:ff:ff,0x0004,6,64,5320,5,False,False,-77,,,,1742833405.4404263,2025-03-24 18:23:25.440426
11180,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-85,,,,1742833405.4404547,2025-03-24 18:23:25.440455
11181,66,,,e0:3e:44:6c:2a:75,0x001c,6,64,5320,5,False,False,-92,,,,1742833405.440859,2025-03-24 18:23:25.440859
11182,460,d8:21:da:26:2a:75,d8:21:da:26:2a:75,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-86,,,959837287325,1742833405.4414754,2025-03-24 18:23:25.441475
11183,478,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,d4:76:a0:d4:8d:e0,0x0005,6,64,5320,5,False,False,-71,,,2263183823522,1742833405.4424078,2025-03-24 18:23:25.442408
11184,478,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,d4:76:a0:d4:8d:e0,0x0005,6,64,5320,5,True,False,-70,,,2263183824293,1742833405.4429436,2025-03-24 18:23:25.442944
11185,478,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,d4:76:a0:d4:8d:e0,0x0005,6,64,5320,5,True,False,-70,,,2263183825019,1742833405.4436595,2025-03-24 18:23:25.443660
11186,66,,,d4:76:a0:d4:8c:18,0x001d,6,64,5320,5,False,False,-76,,,,1742833405.4436865,2025-03-24 18:23:25.443686
11187,101,ff:ff:ff:ff:ff:ff,0a:f1:0d:5d:0c:4b,ff:ff:ff:ff:ff:ff,0x0004,6,64,5320,5,False,False,-94,,,,1742833405.4530647,2025-03-24 18:23:25.453065
11188,101,ff:ff:ff:ff:ff:ff,0a:f1:0d:5d:0c:4b,ff:ff:ff:ff:ff:ff,0x0004,6,64,5320,5,False,False,-94,,,,1742833405.4530833,2025-03-24 18:23:25.453083
11189,478,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,0a:f1:0d:5d:0c:4b,0x0005,6,64,5320,5,False,False,-69,,,2263183835542,1742833405.4540536,2025-03-24 18:23:25.454054
11190,66,,,d4:76:a0:d4:8c:18,0x001d,6,64,5320,5,False,False,-94,,,,1742833405.454063,2025-03-24 18:23:25.454063
11191,478,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,0a:f1:0d:5d:0c:4b,0x0005,6,64,5320,5,False,False,-69,,,2263183836446,1742833405.4549437,2025-03-24 18:23:25.454944
11192,66,,,d4:76:a0:d4:8c:18,0x001d,6,64,5320,5,False,False,-95,,,,1742833405.4549541,2025-03-24 18:23:25.454954
11193,140,ff:ff:ff:ff:ff:ff,d4:76:a0:d4:8d:e0,ff:ff:ff:ff:ff:ff,0x0004,6,64,5320,5,False,False,-78,,,,1742833405.4607053,2025-03-24 18:23:25.460705
11194,553,d8:21:da:26:2a:75,d8:21:da:26:2a:75,d4:76:a0:d4:8d:e0,0x0005,6,64,5320,5,False,False,-87,,,959837307094,1742833405.4613564,2025-03-24 18:23:25.461356
11195,66,,,d8:21:da:26:2a:75,0x001d,6,64,5320,5,False,False,-76,,,,1742833405.4613862,2025-03-24 18:23:25.461386
11196,478,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,d4:76:a0:d4:8d:e0,0x0005,6,64,5320,5,False,False,-71,,,2263183843482,1742833405.4620852,2025-03-24 18:23:25.462085
11197,66,,,d4:76:a0:d4:8c:18,0x001d,6,64,5320,5,False,False,-76,,,,1742833405.4621112,2025-03-24 18:23:25.462111
11198,454,08:aa:89:74:ed:c5,08:aa:89:74:ed:c5,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-94,,,1326803046488,1742833405.4780147,2025-03-24 18:23:25.478015
11199,140,ff:ff:ff:ff:ff:ff,d4:76:a0:d4:8d:e0,ff:ff:ff:ff:ff:ff,0x0004,6,64,5320,5,False,False,-79,,,,1742833405.4805799,2025-03-24 18:23:25.480580
11200,478,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,d4:76:a0:d4:8d:e0,0x0005,6,64,5320,5,False,False,-72,,,2263183863204,1742833405.481732,2025-03-24 18:23:25.481732
11201,66,,,d4:76:a0:d4:8c:18,0x001d,6,64,5320,5,False,False,-78,,,,1742833405.4817529,2025-03-24 18:23:25.481753
11202,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-84,,,,1742833405.4836564,2025-03-24 18:23:25.483656
11203,493,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-72,,,2263183872054,1742833405.4906862,2025-03-24 18:23:25.490686
11204,116,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,ff:ff:ff:ff:ff:ff,0x0020,6,64,5320,5,False,False,-71,,,,1742833405.4907136,2025-03-24 18:23:25.490714
11205,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-83,,,,1742833405.5038922,2025-03-24 18:23:25.503892
11206,140,ff:ff:ff:ff:ff:ff,d4:76:a0:d4:8c:a0,ff:ff:ff:ff:ff:ff,0x0004,6,64,5320,5,False,False,-56,,,,1742833405.5102048,2025-03-24 18:23:25.510205
11207,553,d8:21:da:26:2a:75,d8:21:da:26:2a:75,d4:76:a0:d4:8c:a0,0x0005,6,64,5320,5,False,False,-85,,,959837356559,1742833405.5108635,2025-03-24 18:23:25.510864
11208,553,d8:21:da:26:2a:75,d8:21:da:26:2a:75,d4:76:a0:d4:8c:a0,0x0005,6,64,5320,5,True,False,-84,,,959837357331,1742833405.511835,2025-03-24 18:23:25.511835
11209,478,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:a0,0x0005,6,64,5320,5,False,False,-71,,,2263183893702,1742833405.5122664,2025-03-24 18:23:25.512266
11210,66,,,d4:76:a0:d4:8c:18,0x001d,6,64,5320,5,False,False,-56,,,,1742833405.51229,2025-03-24 18:23:25.512290
11211,553,d8:21:da:26:2a:75,d8:21:da:26:2a:75,d4:76:a0:d4:8c:a0,0x0005,6,64,5320,5,True,False,-85,,,959837358807,1742833405.51313,2025-03-24 18:23:25.513130
11212,553,d8:21:da:26:2a:75,d8:21:da:26:2a:75,d4:76:a0:d4:8c:a0,0x0005,6,64,5320,5,True,False,-84,,,959837359624,1742833405.5141943,2025-03-24 18:23:25.514194
11213,553,d8:21:da:26:2a:75,d8:21:da:26:2a:75,d4:76:a0:d4:8c:a0,0x0005,6,64,5320,5,True,False,-84,,,959837360388,1742833405.5146246,2025-03-24 18:23:25.514625
11214,553,d8:21:da:26:2a:75,d8:21:da:26:2a:75,d4:76:a0:d4:8c:a0,0x0005,6,64,5320,5,True,False,-85,,,959837361186,1742833405.5155222,2025-03-24 18:23:25.515522
11215,66,,,d8:21:da:26:2a:75,0x001d,6,64,5320,5,False,False,-57,,,,1742833405.515543,2025-03-24 18:23:25.515543
11216,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-82,,,,1742833405.5218673,2025-03-24 18:23:25.521867
11217,140,ff:ff:ff:ff:ff:ff,d4:76:a0:d4:8c:a0,ff:ff:ff:ff:ff:ff,0x0004,6,64,5320,5,False,False,-57,,,,1742833405.53027,2025-03-24 18:23:25.530270
11218,553,d8:21:da:26:2a:75,d8:21:da:26:2a:75,d4:76:a0:d4:8c:a0,0x0005,6,64,5320,5,False,False,-85,,,959837376639,1742833405.5309052,2025-03-24 18:23:25.530905
11219,553,d8:21:da:26:2a:75,d8:21:da:26:2a:75,d4:76:a0:d4:8c:a0,0x0005,6,64,5320,5,True,False,-85,,,959837378973,1742833405.533364,2025-03-24 18:23:25.533364
11220,66,,,d8:21:da:26:2a:75,0x001d,6,64,5320,5,False,False,-56,,,,1742833405.5333936,2025-03-24 18:23:25.533394
11221,478,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:a0,0x0005,6,64,5320,5,False,False,-68,,,2263183915420,1742833405.534001,2025-03-24 18:23:25.534001
11222,66,,,d4:76:a0:d4:8c:18,0x001d,6,64,5320,5,False,False,-56,,,,1742833405.5340307,2025-03-24 18:23:25.534031
11223,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-84,,,,1742833405.5389345,2025-03-24 18:23:25.538934
11224,66,,,e0:3e:44:6c:2a:75,0x001c,6,64,5320,5,False,False,-91,,,,1742833405.5433393,2025-03-24 18:23:25.543339
11225,460,d8:21:da:26:2a:75,d8:21:da:26:2a:75,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-84,,,959837389424,1742833405.5433884,2025-03-24 18:23:25.543388
11226,140,ff:ff:ff:ff:ff:ff,d4:76:a0:d4:8c:a0,ff:ff:ff:ff:ff:ff,0x0004,6,64,5320,5,False,False,-56,,,,1742833405.5503767,2025-03-24 18:23:25.550377
11227,553,d8:21:da:26:2a:75,d8:21:da:26:2a:75,d4:76:a0:d4:8c:a0,0x0005,6,64,5320,5,False,False,-85,,,959837396759,1742833405.551238,2025-03-24 18:23:25.551238
11228,553,d8:21:da:26:2a:75,d8:21:da:26:2a:75,d4:76:a0:d4:8c:a0,0x0005,6,64,5320,5,True,False,-85,,,959837397566,1742833405.5518377,2025-03-24 18:23:25.551838
11229,478,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:a0,0x0005,6,64,5320,5,False,False,-71,,,2263183933935,1742833405.5527263,2025-03-24 18:23:25.552726
11230,66,,,d4:76:a0:d4:8c:18,0x001d,6,64,5320,5,False,False,-55,,,,1742833405.552755,2025-03-24 18:23:25.552755
11231,553,d8:21:da:26:2a:75,d8:21:da:26:2a:75,d4:76:a0:d4:8c:a0,0x0005,6,64,5320,5,True,False,-85,,,959837399040,1742833405.553545,2025-03-24 18:23:25.553545
11232,66,,,d8:21:da:26:2a:75,0x001d,6,64,5320,5,False,False,-56,,,,1742833405.553574,2025-03-24 18:23:25.553574
11233,478,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:a0,0x0005,6,64,5320,5,True,False,-70,,,2263183935501,1742833405.5541542,2025-03-24 18:23:25.554154
11234,66,,,d4:76:a0:d4:8c:18,0x001d,6,64,5320,5,False,False,-56,,,,1742833405.5541842,2025-03-24 18:23:25.554184
11235,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-86,,,,1742833405.5657103,2025-03-24 18:23:25.565710
11236,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-86,,,,1742833405.5709784,2025-03-24 18:23:25.570978
11237,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-85,,,,1742833405.5798213,2025-03-24 18:23:25.579821
11238,454,08:aa:89:74:ed:c5,08:aa:89:74:ed:c5,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-94,,,1326803148884,1742833405.5802093,2025-03-24 18:23:25.580209
11239,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-83,,,,1742833405.580456,2025-03-24 18:23:25.580456
11240,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-85,,,,1742833405.587459,2025-03-24 18:23:25.587459
11241,140,ff:ff:ff:ff:ff:ff,d4:76:a0:d4:8c:00,ff:ff:ff:ff:ff:ff,0x0004,6,64,5320,5,False,False,-77,,,,1742833405.588189,2025-03-24 18:23:25.588189
11242,561,08:aa:89:74:ed:c5,08:aa:89:74:ed:c5,d4:76:a0:d4:8c:00,0x0005,6,64,5320,5,False,False,-93,,,1326803157942,1742833405.5893283,2025-03-24 18:23:25.589328
11243,478,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:00,0x0005,6,64,5320,5,False,False,-69,,,2263183971455,1742833405.5899627,2025-03-24 18:23:25.589963
11244,66,,,d4:76:a0:d4:8c:18,0x001d,6,64,5320,5,False,False,-77,,,,1742833405.5899732,2025-03-24 18:23:25.589973
11245,561,08:aa:89:74:ed:c5,08:aa:89:74:ed:c5,d4:76:a0:d4:8c:00,0x0005,6,64,5320,5,False,False,-94,,,1326803159395,1742833405.5908551,2025-03-24 18:23:25.590855
11246,66,,,08:aa:89:74:ed:c5,0x001d,6,64,5320,5,False,False,-78,,,,1742833405.5908816,2025-03-24 18:23:25.590882
11247,493,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-68,,,2263183974454,1742833405.593065,2025-03-24 18:23:25.593065
11248,116,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,ff:ff:ff:ff:ff:ff,0x0020,6,64,5320,5,False,False,-69,,,,1742833405.5930936,2025-03-24 18:23:25.593094
11249,230,ff:ff:ff:ff:ff:ff,1a:8a:cf:8c:8a:90,ff:ff:ff:ff:ff:ff,0x0004,6,64,5320,5,False,False,-90,,,,1742833405.5941162,2025-03-24 18:23:25.594116
11250,478,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,1a:8a:cf:8c:8a:90,0x0005,6,64,5320,5,False,False,-68,,,2263183976842,1742833405.5953546,2025-03-24 18:23:25.595355
11251,66,,,d4:76:a0:d4:8c:18,0x001d,6,64,5320,5,False,False,-90,,,,1742833405.5953653,2025-03-24 18:23:25.595365
11252,140,ff:ff:ff:ff:ff:ff,d4:76:a0:d4:8c:00,ff:ff:ff:ff:ff:ff,0x0004,6,64,5320,5,False,False,-77,,,,1742833405.6083043,2025-03-24 18:23:25.608304
11253,561,08:aa:89:74:ed:c5,08:aa:89:74:ed:c5,d4:76:a0:d4:8c:00,0x0005,6,64,5320,5,False,False,-94,,,1326803178046,1742833405.6094315,2025-03-24 18:23:25.609432
11254,478,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:00,0x0005,6,64,5320,5,False,False,-67,,,2263183991559,1742833405.6100702,2025-03-24 18:23:25.610070
11255,66,,,d4:76:a0:d4:8c:18,0x001d,6,64,5320,5,False,False,-75,,,,1742833405.61008,2025-03-24 18:23:25.610080
11256,561,08:aa:89:74:ed:c5,08:aa:89:74:ed:c5,d4:76:a0:d4:8c:00,0x0005,6,64,5320,5,False,False,-94,,,1326803179508,1742833405.610895,2025-03-24 18:23:25.610895
11257,66,,,08:aa:89:74:ed:c5,0x001d,6,64,5320,5,False,False,-75,,,,1742833405.6109056,2025-03-24 18:23:25.610906
11258,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-84,,,,1742833405.6110537,2025-03-24 18:23:25.611054
