packet_number,length,bssid,ta,ra,fc_type_subtype,data_rate,channel,frequency,phy,retry,short_gi,signal_strength,bandwidth,mcs_index,tsf_timestamp,timestamp_wireshark,timestamp_readable
2458,113,ff:ff:ff:ff:ff:ff,2e:fd:c2:5e:3f:4f,ff:ff:ff:ff:ff:ff,0x0004,6,64,5320,5,False,False,-81,,,,1742833373.7805238,2025-03-24 18:22:53.780524
2459,101,ff:ff:ff:ff:ff:ff,2e:fd:c2:5e:3f:4f,ff:ff:ff:ff:ff:ff,0x0004,6,64,5320,5,False,False,-82,,,,1742833373.7807207,2025-03-24 18:22:53.780721
2460,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-85,,,,1742833373.7810712,2025-03-24 18:22:53.781071
2461,478,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,2e:fd:c2:5e:3f:4f,0x0005,6,64,5320,5,False,False,-70,,,2263152165262,1742833373.782322,2025-03-24 18:22:53.782322
2462,66,,,d4:76:a0:d4:8c:18,0x001d,6,64,5320,5,False,False,-81,,,,1742833373.7823486,2025-03-24 18:22:53.782349
2463,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-83,,,,1742833373.7832441,2025-03-24 18:22:53.783244
2464,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-82,,,,1742833373.7884407,2025-03-24 18:22:53.788441
2465,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-84,,,,1742833373.7956805,2025-03-24 18:22:53.795681
2466,66,,,e0:3e:44:6c:2a:75,0x001c,6,64,5320,5,False,False,-91,,,,1742833373.7964115,2025-03-24 18:22:53.796412
2467,460,d8:21:da:26:2a:75,d8:21:da:26:2a:75,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-80,,,959805644920,1742833373.7969954,2025-03-24 18:22:53.796995
2468,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-82,,,,1742833373.8009493,2025-03-24 18:22:53.800949
2469,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-83,,,,1742833373.8117387,2025-03-24 18:22:53.811739
2470,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-83,,,,1742833373.8287573,2025-03-24 18:22:53.828757
2471,454,08:aa:89:74:ed:c5,08:aa:89:74:ed:c5,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-90,,,1326771404886,1742833373.8343291,2025-03-24 18:22:53.834329
2472,227,ff:ff:ff:ff:ff:ff,d2:d9:1d:61:e7:43,ff:ff:ff:ff:ff:ff,0x0004,6,64,5320,5,False,False,-62,,,,1742833373.8374953,2025-03-24 18:22:53.837495
2473,80,d4:76:a0:d4:8c:18,d2:d9:1d:61:e7:43,d4:76:a0:d4:8c:18,0x0024,24,64,5320,5,False,False,-63,,,,1742833373.8375206,2025-03-24 18:22:53.837521
2474,66,,,d2:d9:1d:61:e7:43,0x001d,12,64,5320,5,False,False,-68,,,,1742833373.8375256,2025-03-24 18:22:53.837526
2475,80,d4:76:a0:d4:8c:18,d2:d9:1d:61:e7:43,d4:76:a0:d4:8c:18,0x0024,24,64,5320,5,False,False,-62,,,,1742833373.8459108,2025-03-24 18:22:53.845911
2476,66,,,d2:d9:1d:61:e7:43,0x001d,12,64,5320,5,False,False,-68,,,,1742833373.8459368,2025-03-24 18:22:53.845937
2477,493,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-67,,,2263152230454,1742833373.8474343,2025-03-24 18:22:53.847434
2478,116,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,ff:ff:ff:ff:ff:ff,0x0020,6,64,5320,5,False,False,-67,,,,1742833373.847462,2025-03-24 18:22:53.847462
2479,227,ff:ff:ff:ff:ff:ff,d2:d9:1d:61:e7:43,ff:ff:ff:ff:ff:ff,0x0004,6,64,5320,5,False,False,-62,,,,1742833373.8479855,2025-03-24 18:22:53.847986
2480,478,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,d2:d9:1d:61:e7:43,0x0005,6,64,5320,5,False,False,-67,,,2263152232426,1742833373.849521,2025-03-24 18:22:53.849521
2481,66,,,d4:76:a0:d4:8c:18,0x001d,6,64,5320,5,False,False,-61,,,,1742833373.849547,2025-03-24 18:22:53.849547
2482,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-81,,,,1742833373.8664246,2025-03-24 18:22:53.866425
2483,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-84,,,,1742833373.867893,2025-03-24 18:22:53.867893
2484,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-84,,,,1742833373.873816,2025-03-24 18:22:53.873816
2485,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-84,,,,1742833373.8884406,2025-03-24 18:22:53.888441
2486,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-85,,,,1742833373.8914711,2025-03-24 18:22:53.891471
2487,66,,,e0:3e:44:6c:2a:75,0x001c,6,64,5320,5,False,False,-91,,,,1742833373.8993309,2025-03-24 18:22:53.899331
2488,460,d8:21:da:26:2a:75,d8:21:da:26:2a:75,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-81,,,959805747768,1742833373.8998952,2025-03-24 18:22:53.899895
2489,80,d4:76:a0:d4:8c:18,d2:d9:1d:61:e7:43,d4:76:a0:d4:8c:18,0x0024,24,64,5320,5,False,False,-66,,,,1742833373.9147186,2025-03-24 18:22:53.914719
2490,66,,,d2:d9:1d:61:e7:43,0x001d,12,64,5320,5,False,False,-68,,,,1742833373.9147487,2025-03-24 18:22:53.914749
2491,80,d4:76:a0:d4:8c:18,d2:d9:1d:61:e7:43,d4:76:a0:d4:8c:18,0x0024,24,64,5320,5,False,False,-66,,,,1742833373.917451,2025-03-24 18:22:53.917451
2492,66,,,d2:d9:1d:61:e7:43,0x001d,12,64,5320,5,False,False,-68,,,,1742833373.91748,2025-03-24 18:22:53.917480
2493,454,08:aa:89:74:ed:c5,08:aa:89:74:ed:c5,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-92,,,1326771507274,1742833373.9367633,2025-03-24 18:22:53.936763
2494,493,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-66,,,2263152332854,1742833373.9500372,2025-03-24 18:22:53.950037
2495,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-85,,,,1742833373.9500818,2025-03-24 18:22:53.950082
2496,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-84,,,,1742833373.9600184,2025-03-24 18:22:53.960018
2497,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-85,,,,1742833373.964238,2025-03-24 18:22:53.964238
2498,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-82,,,,1742833373.9779694,2025-03-24 18:22:53.977969
2499,80,d4:76:a0:d4:8c:18,d2:d9:1d:61:e7:43,d4:76:a0:d4:8c:18,0x0024,24,64,5320,5,False,False,-64,,,,1742833373.983323,2025-03-24 18:22:53.983323
2500,66,,,d2:d9:1d:61:e7:43,0x001d,12,64,5320,5,False,False,-67,,,,1742833373.9833517,2025-03-24 18:22:53.983352
2501,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-82,,,,1742833373.9879887,2025-03-24 18:22:53.987989
2502,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-83,,,,1742833373.9992986,2025-03-24 18:22:53.999299
2503,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-81,,,,1742833374.0001736,2025-03-24 18:22:54.000174
2504,66,,,e0:3e:44:6c:2a:75,0x001c,6,64,5320,5,False,False,-91,,,,1742833374.0012708,2025-03-24 18:22:54.001271
2505,460,d8:21:da:26:2a:75,d8:21:da:26:2a:75,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-80,,,959805849724,1742833374.001853,2025-03-24 18:22:54.001853
2506,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-85,,,,1742833374.016858,2025-03-24 18:22:54.016858
2507,80,d4:76:a0:d4:8c:18,d2:d9:1d:61:e7:43,d4:76:a0:d4:8c:18,0x0024,24,64,5320,5,False,False,-62,,,,1742833374.0234454,2025-03-24 18:22:54.023445
2508,66,,,d2:d9:1d:61:e7:43,0x001d,12,64,5320,5,False,False,-69,,,,1742833374.023475,2025-03-24 18:22:54.023475
2509,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-82,,,,1742833374.026623,2025-03-24 18:22:54.026623
2510,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-81,,,,1742833374.040369,2025-03-24 18:22:54.040369
2511,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-82,,,,1742833374.0455935,2025-03-24 18:22:54.045594
2512,493,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-67,,,2263152435254,1742833374.0523055,2025-03-24 18:22:54.052305
2513,116,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,ff:ff:ff:ff:ff:ff,0x0020,6,64,5320,5,False,False,-68,,,,1742833374.0523357,2025-03-24 18:22:54.052336
2514,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-82,,,,1742833374.0934327,2025-03-24 18:22:54.093433
2515,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-83,,,,1742833374.0988984,2025-03-24 18:22:54.098898
2516,66,,,e0:3e:44:6c:2a:75,0x001c,6,64,5320,5,False,False,-93,,,,1742833374.1041515,2025-03-24 18:22:54.104151
2517,460,d8:21:da:26:2a:75,d8:21:da:26:2a:75,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-81,,,959805952141,1742833374.1041968,2025-03-24 18:22:54.104197
2518,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-83,,,,1742833374.1123376,2025-03-24 18:22:54.112338
2519,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-82,,,,1742833374.1355934,2025-03-24 18:22:54.135593
2520,454,08:aa:89:74:ed:c5,08:aa:89:74:ed:c5,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-92,,,1326771712086,1742833374.1413307,2025-03-24 18:22:54.141331
2521,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-85,,,,1742833374.148026,2025-03-24 18:22:54.148026
2522,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-83,,,,1742833374.1504488,2025-03-24 18:22:54.150449
2523,493,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-67,,,2263152537654,1742833374.1545014,2025-03-24 18:22:54.154501
2524,116,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,ff:ff:ff:ff:ff:ff,0x0020,6,64,5320,5,False,False,-67,,,,1742833374.1545396,2025-03-24 18:22:54.154540
2525,116,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,ff:ff:ff:ff:ff:ff,0x0020,6,64,5320,5,False,False,-67,,,,1742833374.1547723,2025-03-24 18:22:54.154772
2526,80,d4:76:a0:d4:8c:18,d2:d9:1d:61:e7:43,d4:76:a0:d4:8c:18,0x0024,24,64,5320,5,False,False,-64,,,,1742833374.1600683,2025-03-24 18:22:54.160068
2527,66,,,d2:d9:1d:61:e7:43,0x001d,12,64,5320,5,False,False,-67,,,,1742833374.1600876,2025-03-24 18:22:54.160088
2528,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-84,,,,1742833374.1934953,2025-03-24 18:22:54.193495
2529,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-82,,,,1742833374.1940408,2025-03-24 18:22:54.194041
2530,80,d4:76:a0:d4:8c:18,d2:d9:1d:61:e7:43,d4:76:a0:d4:8c:18,0x0024,24,64,5320,5,False,False,-66,,,,1742833374.2012393,2025-03-24 18:22:54.201239
2531,66,,,d2:d9:1d:61:e7:43,0x001d,12,64,5320,5,False,False,-67,,,,1742833374.2012682,2025-03-24 18:22:54.201268
2532,66,,,e0:3e:44:6c:2a:75,0x001c,6,64,5320,5,False,False,-93,,,,1742833374.2061677,2025-03-24 18:22:54.206168
2533,66,,,08:aa:89:77:22:d1,0x001c,12,64,5320,5,False,False,-91,,,,1742833374.2346084,2025-03-24 18:22:54.234608
2534,66,,,08:aa:89:77:22:d1,0x001c,12,64,5320,5,False,False,-89,,,,1742833374.2369194,2025-03-24 18:22:54.236919
2535,84,,b8:13:32:c0:0a:24,08:aa:89:77:22:d1,0x0019,12,64,5320,5,False,False,-91,,,,1742833374.239539,2025-03-24 18:22:54.239539
2536,84,,b8:13:32:c0:0a:24,08:aa:89:77:22:d1,0x0019,12,64,5320,5,False,False,-89,,,,1742833374.2408795,2025-03-24 18:22:54.240880
2537,66,,,08:aa:89:77:22:d1,0x001c,6,64,5320,5,False,False,-90,,,,1742833374.2425704,2025-03-24 18:22:54.242570
2538,84,,b8:13:32:c0:0a:24,08:aa:89:77:22:d1,0x0019,12,64,5320,5,False,False,-91,,,,1742833374.2441666,2025-03-24 18:22:54.244167
2539,454,08:aa:89:74:ed:c5,08:aa:89:74:ed:c5,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-92,,,1326771814968,1742833374.2441912,2025-03-24 18:22:54.244191
2540,84,,b8:13:32:c0:0a:24,08:aa:89:77:22:d1,0x0019,12,64,5320,5,False,False,-90,,,,1742833374.2476995,2025-03-24 18:22:54.247699
2541,84,,b8:13:32:c0:0a:24,08:aa:89:77:22:d1,0x0019,12,64,5320,5,False,False,-90,,,,1742833374.2477264,2025-03-24 18:22:54.247726
2542,84,,b8:13:32:c0:0a:24,08:aa:89:77:22:d1,0x0019,12,64,5320,5,False,False,-90,,,,1742833374.248126,2025-03-24 18:22:54.248126
2543,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-81,,,,1742833374.2552795,2025-03-24 18:22:54.255280
2544,493,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-68,,,2263152640054,1742833374.257115,2025-03-24 18:22:54.257115
2545,84,,b8:13:32:c0:0a:24,08:aa:89:77:22:d1,0x0019,12,64,5320,5,False,False,-90,,,,1742833374.2600906,2025-03-24 18:22:54.260091
2546,72,,b8:13:32:c0:0a:24,08:aa:89:77:22:d1,0x001b,24,64,5320,5,False,False,-89,,,,1742833374.2636569,2025-03-24 18:22:54.263657
2547,72,,b8:13:32:c0:0a:24,08:aa:89:77:22:d1,0x001b,12,64,5320,5,False,False,-89,,,,1742833374.2636824,2025-03-24 18:22:54.263682
2548,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-82,,,,1742833374.2841032,2025-03-24 18:22:54.284103
2549,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-82,,,,1742833374.2952833,2025-03-24 18:22:54.295283
2550,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-83,,,,1742833374.3049967,2025-03-24 18:22:54.304997
2551,66,,,e0:3e:44:6c:2a:75,0x001c,6,64,5320,5,False,False,-91,,,,1742833374.3095727,2025-03-24 18:22:54.309573
2552,460,d8:21:da:26:2a:75,d8:21:da:26:2a:75,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-80,,,959806157552,1742833374.3096178,2025-03-24 18:22:54.309618
2553,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-81,,,,1742833374.313491,2025-03-24 18:22:54.313491
2554,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-84,,,,1742833374.3363836,2025-03-24 18:22:54.336384
2555,454,08:aa:89:74:ed:c5,08:aa:89:74:ed:c5,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-94,,,1326771916868,1742833374.3463895,2025-03-24 18:22:54.346390
2556,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-82,,,,1742833374.3544877,2025-03-24 18:22:54.354488
2557,493,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-67,,,2263152742454,1742833374.3595123,2025-03-24 18:22:54.359512
2558,116,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,ff:ff:ff:ff:ff:ff,0x0020,6,64,5320,5,False,False,-67,,,,1742833374.359543,2025-03-24 18:22:54.359543
2559,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-83,,,,1742833374.3659759,2025-03-24 18:22:54.365976
2560,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-83,,,,1742833374.3659995,2025-03-24 18:22:54.365999
2561,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-82,,,,1742833374.3674488,2025-03-24 18:22:54.367449
2562,157,ff:ff:ff:ff:ff:ff,66:2a:2c:22:8f:8c,ff:ff:ff:ff:ff:ff,0x0004,6,64,5320,5,False,False,-77,,,,1742833374.387813,2025-03-24 18:22:54.387813
2563,66,,,a0:25:d7:1f:9e:55,0x001d,6,64,5320,5,False,False,-78,,,,1742833374.3883908,2025-03-24 18:22:54.388391
2564,478,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,66:2a:2c:22:8f:8c,0x0005,6,64,5320,5,False,False,-68,,,2263152772343,1742833374.3891037,2025-03-24 18:22:54.389104
2565,553,d8:21:da:26:2a:75,d8:21:da:26:2a:75,66:2a:2c:22:8f:8c,0x0005,6,64,5320,5,False,False,-81,,,959806237612,1742833374.389894,2025-03-24 18:22:54.389894
2566,553,d8:21:da:26:2a:75,d8:21:da:26:2a:75,66:2a:2c:22:8f:8c,0x0005,6,64,5320,5,True,False,-81,,,959806238384,1742833374.3906696,2025-03-24 18:22:54.390670
2567,66,,,d8:21:da:26:2a:75,0x001d,6,64,5320,5,False,False,-78,,,,1742833374.390681,2025-03-24 18:22:54.390681
2568,478,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,66:2a:2c:22:8f:8c,0x0005,6,64,5320,5,True,False,-68,,,2263152774671,1742833374.3914642,2025-03-24 18:22:54.391464
2569,66,,,d4:76:a0:d4:8c:18,0x001d,6,64,5320,5,False,False,-78,,,,1742833374.3914764,2025-03-24 18:22:54.391476
2570,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-82,,,,1742833374.4036586,2025-03-24 18:22:54.403659
2571,66,,,e0:3e:44:6c:2a:75,0x001c,6,64,5320,5,False,False,-89,,,,1742833374.4112606,2025-03-24 18:22:54.411261
2572,460,d8:21:da:26:2a:75,d8:21:da:26:2a:75,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-80,,,959806259320,1742833374.4115298,2025-03-24 18:22:54.411530
2573,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-81,,,,1742833374.4259453,2025-03-24 18:22:54.425945
2574,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-82,,,,1742833374.4383914,2025-03-24 18:22:54.438391
2575,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-81,,,,1742833374.4386022,2025-03-24 18:22:54.438602
2576,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-81,,,,1742833374.4428258,2025-03-24 18:22:54.442826
2577,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-81,,,,1742833374.4431298,2025-03-24 18:22:54.443130
2578,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-81,,,,1742833374.4436057,2025-03-24 18:22:54.443606
2579,454,08:aa:89:74:ed:c5,08:aa:89:74:ed:c5,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-92,,,1326772019283,1742833374.4485521,2025-03-24 18:22:54.448552
2580,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-80,,,,1742833374.4519565,2025-03-24 18:22:54.451957
2581,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-82,,,,1742833374.4522073,2025-03-24 18:22:54.452207
2582,157,ff:ff:ff:ff:ff:ff,66:2a:2c:22:8f:8c,ff:ff:ff:ff:ff:ff,0x0004,6,64,5320,5,False,False,-80,,,,1742833374.4602742,2025-03-24 18:22:54.460274
2583,553,d8:21:da:26:2a:75,d8:21:da:26:2a:75,66:2a:2c:22:8f:8c,0x0005,6,64,5320,5,True,False,-81,,,959806309372,1742833374.461941,2025-03-24 18:22:54.461941
2584,493,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-68,,,2263152845569,1742833374.4624383,2025-03-24 18:22:54.462438
2585,553,d8:21:da:26:2a:75,d8:21:da:26:2a:75,66:2a:2c:22:8f:8c,0x0005,6,64,5320,5,True,False,-80,,,959806311580,1742833374.464156,2025-03-24 18:22:54.464156
2586,66,,,d8:21:da:26:2a:75,0x001d,6,64,5320,5,False,False,-80,,,,1742833374.4641857,2025-03-24 18:22:54.464186
2587,478,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,66:2a:2c:22:8f:8c,0x0005,6,64,5320,5,False,False,-68,,,2263152847841,1742833374.464763,2025-03-24 18:22:54.464763
2588,66,,,d4:76:a0:d4:8c:18,0x001d,6,64,5320,5,False,False,-80,,,,1742833374.464794,2025-03-24 18:22:54.464794
2589,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-82,,,,1742833374.485738,2025-03-24 18:22:54.485738
2590,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-83,,,,1742833374.5001204,2025-03-24 18:22:54.500120
2591,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-81,,,,1742833374.5001402,2025-03-24 18:22:54.500140
2592,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-83,,,,1742833374.500508,2025-03-24 18:22:54.500508
2593,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-82,,,,1742833374.5127678,2025-03-24 18:22:54.512768
2594,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-81,,,,1742833374.5196004,2025-03-24 18:22:54.519600
2595,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-82,,,,1742833374.5461082,2025-03-24 18:22:54.546108
2596,454,08:aa:89:74:ed:c5,08:aa:89:74:ed:c5,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-95,,,1326772121667,1742833374.5512092,2025-03-24 18:22:54.551209
2597,493,d4:76:a0:d4:8c:18,d4:76:a0:d4:8c:18,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-67,,,2263152947254,1742833374.5643716,2025-03-24 18:22:54.564372
2598,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-81,,,,1742833374.5737052,2025-03-24 18:22:54.573705
2599,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-82,,,,1742833374.5869887,2025-03-24 18:22:54.586989
2600,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-81,,,,1742833374.5973892,2025-03-24 18:22:54.597389
2601,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-82,,,,1742833374.597413,2025-03-24 18:22:54.597413
2602,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-83,,,,1742833374.5974226,2025-03-24 18:22:54.597423
2603,66,,,e0:3e:44:6c:2a:75,0x001c,6,64,5320,5,False,False,-92,,,,1742833374.618186,2025-03-24 18:22:54.618186
2604,460,d8:21:da:26:2a:75,d8:21:da:26:2a:75,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-80,,,959806466144,1742833374.618232,2025-03-24 18:22:54.618232
2605,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-82,,,,1742833374.6325328,2025-03-24 18:22:54.632533
2606,72,,82:68:c0:9c:e9:6b,fc:40:09:a0:49:6d,0x001b,24,64,5320,5,False,False,-82,,,,1742833374.6496649,2025-03-24 18:22:54.649665
2607,454,08:aa:89:74:ed:c5,08:aa:89:74:ed:c5,ff:ff:ff:ff:ff:ff,0x0008,6,64,5320,5,False,False,-94,,,1326772224064,1742833374.653305,2025-03-24 18:22:54.653305
2608,218,ff:ff:ff:ff:ff:ff,c8:1c:fe:d6:0e:61,ff:ff:ff:ff:ff:ff,0x0004,6,64,5320,5,False,False,-87,,,,1742833374.6536813,2025-03-24 18:22:54.653681
2609,561,08:aa:89:74:ed:c5,08:aa:89:74:ed:c5,c8:1c:fe:d6:0e:61,0x0005,6,64,5320,5,False,False,-92,,,1326772225418,1742833374.6553183,2025-03-24 18:22:54.655318
2610,66,,,08:aa:89:74:ed:c5,0x001d,6,64,5320,5,False,False,-87,,,,1742833374.6553442,2025-03-24 18:22:54.655344
2611,561,08:aa:89:74:ed:c5,08:aa:89:74:ed:c5,c8:1c:fe:d6:0e:61,0x0005,6,64,5320,5,False,False,-93,,,1326772226244,1742833374.6556861,2025-03-24 18:22:54.655686
