packet_number,length,bssid,ta,ra,fc_type_subtype,fc_type,data_rate,channel,frequency,phy,retry,short_gi,signal_strength,bandwidth,mcs_index,tsf_timestamp,timestamp_wireshark,timestamp_readable
5257,170,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,True,True,,,15,,1594650112.644076,2020-07-13 17:21:52.644076
5258,170,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,True,True,,,15,,1594650112.644081,2020-07-13 17:21:52.644081
5259,170,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,True,True,,,15,,1594650112.644086,2020-07-13 17:21:52.644086
5260,170,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,True,True,,,15,,1594650112.644091,2020-07-13 17:21:52.644091
5261,170,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,True,True,,,15,,1594650112.644096,2020-07-13 17:21:52.644096
5262,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-34,,,,1594650112.644103,2020-07-13 17:21:52.644103
5263,135,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,True,True,-34,,15,,1594650112.644109,2020-07-13 17:21:52.644109
5264,121,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,True,True,,,15,,1594650112.644114,2020-07-13 17:21:52.644114
5265,170,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,True,True,,,15,,1594650112.644118,2020-07-13 17:21:52.644118
5266,170,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,True,True,,,15,,1594650112.644124,2020-07-13 17:21:52.644124
5267,170,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,True,True,,,15,,1594650112.644128,2020-07-13 17:21:52.644128
5268,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-36,,,,1594650112.644135,2020-07-13 17:21:52.644135
5269,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-32,,,,1594650112.644148,2020-07-13 17:21:52.644148
5270,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-36,,,,1594650112.644982,2020-07-13 17:21:52.644982
5271,184,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,-34,,15,,1594650112.644991,2020-07-13 17:21:52.644991
5272,170,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650112.644995,2020-07-13 17:21:52.644995
5273,170,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650112.644999,2020-07-13 17:21:52.644999
5274,157,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650112.645003,2020-07-13 17:21:52.645003
5275,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-34,,,,1594650112.64501,2020-07-13 17:21:52.645010
5276,129,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650112.646104,2020-07-13 17:21:52.646104
5277,46,,,00:20:a6:fc:b0:36,0x001d,1,9,1,2412,6,False,False,-32,,,,1594650112.646111,2020-07-13 17:21:52.646111
5278,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-34,,,,1594650112.648478,2020-07-13 17:21:52.648478
5279,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-34,,,,1594650112.648485,2020-07-13 17:21:52.648485
5280,180,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,-34,,15,,1594650112.648493,2020-07-13 17:21:52.648493
5281,184,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650112.648498,2020-07-13 17:21:52.648498
5282,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-34,,,,1594650112.648504,2020-07-13 17:21:52.648504
5283,129,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650112.650104,2020-07-13 17:21:52.650104
5284,46,,,00:20:a6:fc:b0:36,0x001d,1,9,1,2412,6,False,False,-34,,,,1594650112.650111,2020-07-13 17:21:52.650111
5285,216,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-28,,15,,1594650112.650119,2020-07-13 17:21:52.650119
5286,46,,,00:20:a6:fc:b0:36,0x001d,1,9,1,2412,6,False,False,-34,,,,1594650112.650124,2020-07-13 17:21:52.650124
5287,1379,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650112.651107,2020-07-13 17:21:52.651107
5288,46,,,00:20:a6:fc:b0:36,0x001d,1,9,1,2412,6,False,False,-32,,,,1594650112.651123,2020-07-13 17:21:52.651123
5289,285,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-28,,15,,1594650112.65113,2020-07-13 17:21:52.651130
5290,46,,,00:20:a6:fc:b0:36,0x001d,1,9,1,2412,6,False,False,-34,,,,1594650112.651136,2020-07-13 17:21:52.651136
5291,167,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650112.651143,2020-07-13 17:21:52.651143
5292,46,,,00:20:a6:fc:b0:36,0x001d,1,9,1,2412,6,False,False,-34,,,,1594650112.651149,2020-07-13 17:21:52.651149
5293,928,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650112.651158,2020-07-13 17:21:52.651158
5294,46,,,00:20:a6:fc:b0:36,0x001d,1,9,1,2412,6,False,False,-34,,,,1594650112.651164,2020-07-13 17:21:52.651164
5295,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-32,,,,1594650112.699239,2020-07-13 17:21:52.699239
5296,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-36,,,,1594650112.699248,2020-07-13 17:21:52.699248
5297,800,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,-34,,15,,1594650112.699258,2020-07-13 17:21:52.699258
5298,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-34,,,,1594650112.699264,2020-07-13 17:21:52.699264
5299,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-32,,,,1594650112.70098,2020-07-13 17:21:52.700980
5300,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-34,,,,1594650112.700987,2020-07-13 17:21:52.700987
5301,135,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,130,1,2412,7,False,False,-32,,15,,1594650112.700994,2020-07-13 17:21:52.700994
5302,153,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,130,1,2412,7,False,False,,,15,,1594650112.700999,2020-07-13 17:21:52.700999
5303,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-34,,,,1594650112.701005,2020-07-13 17:21:52.701005
5304,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-34,,,,1594650112.701018,2020-07-13 17:21:52.701018
5305,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-36,,,,1594650112.701025,2020-07-13 17:21:52.701025
5306,171,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,130,1,2412,7,False,False,-32,,15,,1594650112.701032,2020-07-13 17:21:52.701032
5307,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-36,,,,1594650112.701039,2020-07-13 17:21:52.701039
5308,129,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650112.701994,2020-07-13 17:21:52.701994
5309,46,,,00:20:a6:fc:b0:36,0x001d,1,9,1,2412,6,False,False,-34,,,,1594650112.702001,2020-07-13 17:21:52.702001
5310,129,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650112.706111,2020-07-13 17:21:52.706111
5311,46,,,00:20:a6:fc:b0:36,0x001d,1,9,1,2412,6,False,False,-34,,,,1594650112.706118,2020-07-13 17:21:52.706118
5312,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-34,,,,1594650112.717981,2020-07-13 17:21:52.717981
5313,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-36,,,,1594650112.717988,2020-07-13 17:21:52.717988
5314,639,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,130,1,2412,7,False,False,-34,,15,,1594650112.717997,2020-07-13 17:21:52.717997
5315,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-36,,,,1594650112.718003,2020-07-13 17:21:52.718003
5316,129,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650112.720736,2020-07-13 17:21:52.720736
5317,46,,,00:20:a6:fc:b0:36,0x001d,1,9,1,2412,6,False,False,-34,,,,1594650112.720744,2020-07-13 17:21:52.720744
5318,317,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0008,0,9,1,2412,6,False,False,-30,,,531148862,1594650112.732358,2020-07-13 17:21:52.732358
5319,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-34,,,,1594650112.772989,2020-07-13 17:21:52.772989
5320,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-34,,,,1594650112.772996,2020-07-13 17:21:52.772996
5321,171,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,130,1,2412,7,False,False,-34,,15,,1594650112.773004,2020-07-13 17:21:52.773004
5322,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-36,,,,1594650112.77301,2020-07-13 17:21:52.773010
5323,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-34,,,,1594650112.773023,2020-07-13 17:21:52.773023
5324,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-36,,,,1594650112.77303,2020-07-13 17:21:52.773030
5325,135,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,130,1,2412,7,False,False,-34,,15,,1594650112.773037,2020-07-13 17:21:52.773037
5326,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-36,,,,1594650112.773044,2020-07-13 17:21:52.773044
5327,129,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650112.776365,2020-07-13 17:21:52.776365
5328,46,,,00:20:a6:fc:b0:36,0x001d,1,9,1,2412,6,False,False,-34,,,,1594650112.776372,2020-07-13 17:21:52.776372
5329,129,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650112.776379,2020-07-13 17:21:52.776379
5330,46,,,00:20:a6:fc:b0:36,0x001d,1,9,1,2412,6,False,False,-32,,,,1594650112.776386,2020-07-13 17:21:52.776386
5331,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-34,,,,1594650112.789991,2020-07-13 17:21:52.789991
5332,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-36,,,,1594650112.789997,2020-07-13 17:21:52.789997
5333,171,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,130,1,2412,7,False,False,-34,,15,,1594650112.790003,2020-07-13 17:21:52.790003
5334,121,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,130,1,2412,7,False,False,,,15,,1594650112.790008,2020-07-13 17:21:52.790008
5335,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-36,,,,1594650112.790014,2020-07-13 17:21:52.790014
5336,129,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650112.791612,2020-07-13 17:21:52.791612
5337,46,,,00:20:a6:fc:b0:36,0x001d,1,9,1,2412,6,False,False,-34,,,,1594650112.791619,2020-07-13 17:21:52.791619
5338,129,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650112.791626,2020-07-13 17:21:52.791626
5339,46,,,00:20:a6:fc:b0:36,0x001d,1,9,1,2412,6,False,False,-34,,,,1594650112.791633,2020-07-13 17:21:52.791633
5340,317,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0008,0,9,1,2412,6,False,False,-30,,,531251249,1594650112.83474,2020-07-13 17:21:52.834740
5341,152,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,01:00:5e:00:00:fb,0x0020,2,9,1,2412,6,False,False,-34,,,,1594650112.899996,2020-07-13 17:21:52.899996
5342,189,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,01:00:5e:00:00:fb,0x0020,2,9,1,2412,6,False,False,-34,,,,1594650112.900014,2020-07-13 17:21:52.900014
5343,338,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,01:00:5e:00:00:fb,0x0020,2,9,1,2412,6,False,False,-34,,,,1594650112.900021,2020-07-13 17:21:52.900021
5344,256,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,01:00:5e:00:00:fb,0x0020,2,9,1,2412,6,False,False,-34,,,,1594650112.900028,2020-07-13 17:21:52.900028
5345,129,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650112.919616,2020-07-13 17:21:52.919616
5346,46,,,00:20:a6:fc:b0:36,0x001d,1,9,1,2412,6,False,False,-34,,,,1594650112.919624,2020-07-13 17:21:52.919624
5347,317,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0008,0,9,1,2412,6,False,False,-30,,,531353651,1594650112.937117,2020-07-13 17:21:52.937117
5348,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-34,,,,1594650112.973749,2020-07-13 17:21:52.973749
5349,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-36,,,,1594650112.973757,2020-07-13 17:21:52.973757
5350,135,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,130,1,2412,7,False,False,-34,,15,,1594650112.973765,2020-07-13 17:21:52.973765
5351,121,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,130,1,2412,7,False,False,,,15,,1594650112.97377,2020-07-13 17:21:52.973770
5352,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-34,,,,1594650112.973776,2020-07-13 17:21:52.973776
5353,129,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-28,,15,,1594650112.975629,2020-07-13 17:21:52.975629
5354,46,,,00:20:a6:fc:b0:36,0x001d,1,9,1,2412,6,False,False,-32,,,,1594650112.975635,2020-07-13 17:21:52.975635
5355,429,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,01:00:5e:00:00:fb,0x0020,2,9,1,2412,6,False,False,-34,,,,1594650112.977239,2020-07-13 17:21:52.977239
5356,317,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0008,0,9,1,2412,6,False,False,-32,,,531456065,1594650113.039625,2020-07-13 17:21:53.039625
5357,317,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0008,0,9,1,2412,6,False,False,-32,,,531558483,1594650113.141996,2020-07-13 17:21:53.141996
5358,114,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,9,1,2412,6,False,False,-24,,,,1594650113.185119,2020-07-13 17:21:53.185119
5359,46,,,00:20:a6:fc:b0:36,0x001d,1,9,1,2412,6,False,False,-34,,,,1594650113.185126,2020-07-13 17:21:53.185126
5360,130,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0020,2,9,1,2412,6,False,False,-34,,,,1594650113.185133,2020-07-13 17:21:53.185133
5361,311,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:0e:58:12:31:16,0x0005,0,9,1,2412,6,False,False,-34,,,531647493,1594650113.230997,2020-07-13 17:21:53.230997
5362,311,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:0e:58:12:31:16,0x0005,0,9,1,2412,6,False,False,-34,,,531648320,1594650113.231004,2020-07-13 17:21:53.231004
5363,311,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:0e:58:12:31:16,0x0005,0,9,1,2412,6,False,False,-34,,,531648709,1594650113.232281,2020-07-13 17:21:53.232281
5364,317,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0008,0,9,1,2412,6,False,False,-32,,,531660909,1594650113.244374,2020-07-13 17:21:53.244374
5365,141,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650113.34363,2020-07-13 17:21:53.343630
5366,46,,,00:20:a6:fc:b0:36,0x001d,1,9,1,2412,6,False,False,-34,,,,1594650113.343637,2020-07-13 17:21:53.343637
5367,317,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0008,0,9,1,2412,6,False,False,-32,,,531763254,1594650113.346752,2020-07-13 17:21:53.346752
5368,151,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,01:00:5e:00:00:fb,0x0020,2,9,1,2412,6,False,False,-34,,,,1594650113.415252,2020-07-13 17:21:53.415252
5369,290,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,01:00:5e:00:00:fb,0x0020,2,9,1,2412,6,False,False,-32,,,,1594650113.41526,2020-07-13 17:21:53.415260
5370,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-34,,,,1594650113.437752,2020-07-13 17:21:53.437752
5371,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-34,,,,1594650113.437759,2020-07-13 17:21:53.437759
5372,141,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,130,1,2412,7,False,False,-34,,15,,1594650113.437768,2020-07-13 17:21:53.437768
5373,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-36,,,,1594650113.437774,2020-07-13 17:21:53.437774
5374,129,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650113.440128,2020-07-13 17:21:53.440128
5375,46,,,00:20:a6:fc:b0:36,0x001d,1,9,1,2412,6,False,False,-34,,,,1594650113.440135,2020-07-13 17:21:53.440135
5376,317,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0008,0,9,1,2412,6,False,False,-34,,,531865653,1594650113.449126,2020-07-13 17:21:53.449126
5377,339,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-28,,15,,1594650113.45375,2020-07-13 17:21:53.453750
5378,46,,,00:20:a6:fc:b0:36,0x001d,1,9,1,2412,6,False,False,-34,,,,1594650113.453757,2020-07-13 17:21:53.453757
5379,141,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-28,,15,,1594650113.490632,2020-07-13 17:21:53.490632
5380,46,,,00:20:a6:fc:b0:36,0x001d,1,9,1,2412,6,False,False,-34,,,,1594650113.490639,2020-07-13 17:21:53.490639
5381,141,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650113.523877,2020-07-13 17:21:53.523877
5382,46,,,00:20:a6:fc:b0:36,0x001d,1,9,1,2412,6,False,False,-34,,,,1594650113.523884,2020-07-13 17:21:53.523884
5383,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-34,,,,1594650113.535005,2020-07-13 17:21:53.535005
5384,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-36,,,,1594650113.535012,2020-07-13 17:21:53.535012
5385,141,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,130,1,2412,7,False,False,-34,,15,,1594650113.535019,2020-07-13 17:21:53.535019
5386,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-36,,,,1594650113.535025,2020-07-13 17:21:53.535025
5387,129,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650113.536752,2020-07-13 17:21:53.536752
5388,46,,,00:20:a6:fc:b0:36,0x001d,1,9,1,2412,6,False,False,-34,,,,1594650113.536759,2020-07-13 17:21:53.536759
5389,340,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-28,,15,,1594650113.536767,2020-07-13 17:21:53.536767
5390,46,,,00:20:a6:fc:b0:36,0x001d,1,9,1,2412,6,False,False,-32,,,,1594650113.536773,2020-07-13 17:21:53.536773
5391,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-34,,,,1594650113.538376,2020-07-13 17:21:53.538376
5392,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-36,,,,1594650113.538384,2020-07-13 17:21:53.538384
5393,1379,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,130,1,2412,7,False,False,-34,,15,,1594650113.538392,2020-07-13 17:21:53.538392
5394,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-36,,,,1594650113.538398,2020-07-13 17:21:53.538398
5395,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-34,,,,1594650113.539377,2020-07-13 17:21:53.539377
5396,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-34,,,,1594650113.539384,2020-07-13 17:21:53.539384
5397,1379,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,130,1,2412,7,False,False,-34,,15,,1594650113.539393,2020-07-13 17:21:53.539393
5398,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,130,1,2412,7,False,False,,,15,,1594650113.539399,2020-07-13 17:21:53.539399
5399,232,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,130,1,2412,7,False,False,,,15,,1594650113.539403,2020-07-13 17:21:53.539403
5400,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-34,,,,1594650113.53941,2020-07-13 17:21:53.539410
5401,129,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650113.541253,2020-07-13 17:21:53.541253
5402,46,,,00:20:a6:fc:b0:36,0x001d,1,9,1,2412,6,False,False,-34,,,,1594650113.541261,2020-07-13 17:21:53.541261
5403,222,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-28,,15,,1594650113.54338,2020-07-13 17:21:53.543380
5404,46,,,00:20:a6:fc:b0:36,0x001d,1,9,1,2412,6,False,False,-34,,,,1594650113.543387,2020-07-13 17:21:53.543387
5405,157,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650113.54951,2020-07-13 17:21:53.549510
