packet_number,length,bssid,ta,ra,fc_type_subtype,fc_type,data_rate,channel,frequency,phy,retry,short_gi,signal_strength,bandwidth,mcs_index,tsf_timestamp,timestamp_wireshark,timestamp_readable
10696,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-36,,,,1594650270.809179,2020-07-13 17:24:30.809179
10697,135,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,-32,,15,,1594650270.809187,2020-07-13 17:24:30.809187
10698,121,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650270.809192,2020-07-13 17:24:30.809192
10699,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-36,,,,1594650270.809197,2020-07-13 17:24:30.809197
10700,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-34,,,,1594650270.810422,2020-07-13 17:24:30.810422
10701,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-34,,,,1594650270.81043,2020-07-13 17:24:30.810430
10702,135,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,-34,,15,,1594650270.810437,2020-07-13 17:24:30.810437
10703,121,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650270.810441,2020-07-13 17:24:30.810441
10704,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-36,,,,1594650270.810447,2020-07-13 17:24:30.810447
10705,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-34,,,,1594650270.81555,2020-07-13 17:24:30.815550
10706,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-36,,,,1594650270.815558,2020-07-13 17:24:30.815558
10707,135,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,-34,,15,,1594650270.815565,2020-07-13 17:24:30.815565
10708,121,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650270.815569,2020-07-13 17:24:30.815569
10709,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-36,,,,1594650270.815575,2020-07-13 17:24:30.815575
10710,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-34,,,,1594650270.817672,2020-07-13 17:24:30.817672
10711,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-34,,,,1594650270.817679,2020-07-13 17:24:30.817679
10712,135,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,-34,,15,,1594650270.817686,2020-07-13 17:24:30.817686
10713,121,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650270.81769,2020-07-13 17:24:30.817690
10714,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-36,,,,1594650270.817696,2020-07-13 17:24:30.817696
10715,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-34,,,,1594650270.81771,2020-07-13 17:24:30.817710
10716,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-36,,,,1594650270.817716,2020-07-13 17:24:30.817716
10717,135,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,-34,,15,,1594650270.817723,2020-07-13 17:24:30.817723
10718,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-36,,,,1594650270.81773,2020-07-13 17:24:30.817730
10719,317,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0008,0,9,1,2412,6,False,False,-34,,,689254508,1594650270.838676,2020-07-13 17:24:30.838676
10720,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-34,,,,1594650270.843175,2020-07-13 17:24:30.843175
10721,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-36,,,,1594650270.843182,2020-07-13 17:24:30.843182
10722,282,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,-32,,15,,1594650270.84319,2020-07-13 17:24:30.843190
10723,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-36,,,,1594650270.843196,2020-07-13 17:24:30.843196
10724,129,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650270.855302,2020-07-13 17:24:30.855302
10725,64,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0019,1,9,1,2412,6,False,False,-34,,,,1594650270.855309,2020-07-13 17:24:30.855309
10726,317,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0008,0,9,1,2412,6,False,False,-34,,,689356908,1594650270.941054,2020-07-13 17:24:30.941054
10727,317,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0008,0,9,1,2412,6,False,False,-34,,,689459293,1594650271.043445,2020-07-13 17:24:31.043445
10728,317,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0008,0,9,1,2412,6,False,False,-34,,,689561701,1594650271.145934,2020-07-13 17:24:31.145934
10729,317,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0008,0,9,1,2412,6,False,False,-34,,,689664101,1594650271.248312,2020-07-13 17:24:31.248312
10730,317,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0008,0,9,1,2412,6,False,False,-34,,,689766501,1594650271.350749,2020-07-13 17:24:31.350749
10731,317,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0008,0,9,1,2412,6,False,False,-32,,,689868887,1594650271.453074,2020-07-13 17:24:31.453074
10732,317,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0008,0,9,1,2412,6,False,False,-34,,,689971302,1594650271.555466,2020-07-13 17:24:31.555466
10733,317,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0008,0,9,1,2412,6,False,False,-34,,,690073675,1594650271.657825,2020-07-13 17:24:31.657825
10734,317,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0008,0,9,1,2412,6,False,False,-34,,,690176073,1594650271.760198,2020-07-13 17:24:31.760198
10735,317,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0008,0,9,1,2412,6,False,False,-34,,,690278471,1594650271.862707,2020-07-13 17:24:31.862707
10736,317,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0008,0,9,1,2412,6,False,False,-30,,,690380887,1594650271.965085,2020-07-13 17:24:31.965085
10737,311,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:0e:58:12:31:16,0x0005,0,9,1,2412,6,False,False,-34,,,690397152,1594650271.98133,2020-07-13 17:24:31.981330
10738,311,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:0e:58:12:31:16,0x0005,0,9,1,2412,6,False,False,-34,,,690397559,1594650271.981337,2020-07-13 17:24:31.981337
10739,311,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:0e:58:12:31:16,0x0005,0,9,1,2412,6,False,False,-32,,,690397929,1594650271.981344,2020-07-13 17:24:31.981344
10740,141,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650271.984705,2020-07-13 17:24:31.984705
10741,64,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0019,1,9,1,2412,6,False,False,-34,,,,1594650271.984712,2020-07-13 17:24:31.984712
10742,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-32,,,,1594650272.026965,2020-07-13 17:24:32.026965
10743,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-36,,,,1594650272.026985,2020-07-13 17:24:32.026985
10744,141,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,-34,,15,,1594650272.026993,2020-07-13 17:24:32.026993
10745,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-34,,,,1594650272.026999,2020-07-13 17:24:32.026999
10746,129,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650272.028581,2020-07-13 17:24:32.028581
10747,64,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0019,1,9,1,2412,6,False,False,-34,,,,1594650272.028589,2020-07-13 17:24:32.028589
10748,612,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650272.028597,2020-07-13 17:24:32.028597
10749,64,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0019,1,9,1,2412,6,False,False,-34,,,,1594650272.028603,2020-07-13 17:24:32.028603
10750,317,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0008,0,9,1,2412,6,False,False,-34,,,690483297,1594650272.067458,2020-07-13 17:24:32.067458
10751,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-34,,,,1594650272.083706,2020-07-13 17:24:32.083706
10752,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-34,,,,1594650272.083713,2020-07-13 17:24:32.083713
10753,135,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,-34,,15,,1594650272.08372,2020-07-13 17:24:32.083720
10754,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-36,,,,1594650272.083727,2020-07-13 17:24:32.083727
10755,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-32,,,,1594650272.083741,2020-07-13 17:24:32.083741
10756,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-36,,,,1594650272.083748,2020-07-13 17:24:32.083748
10757,279,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,-34,,15,,1594650272.083755,2020-07-13 17:24:32.083755
10758,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-36,,,,1594650272.083761,2020-07-13 17:24:32.083761
10759,129,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-28,,15,,1594650272.084838,2020-07-13 17:24:32.084838
10760,64,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0019,1,9,1,2412,6,False,False,-32,,,,1594650272.084845,2020-07-13 17:24:32.084845
10761,180,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650272.08633,2020-07-13 17:24:32.086330
10762,64,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0019,1,9,1,2412,6,False,False,-34,,,,1594650272.086337,2020-07-13 17:24:32.086337
10763,216,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650272.095458,2020-07-13 17:24:32.095458
10764,64,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0019,1,9,1,2412,6,False,False,-34,,,,1594650272.095465,2020-07-13 17:24:32.095465
10765,490,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650272.098331,2020-07-13 17:24:32.098331
10766,64,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0019,1,9,1,2412,6,False,False,-34,,,,1594650272.098338,2020-07-13 17:24:32.098338
10767,725,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650272.098346,2020-07-13 17:24:32.098346
10768,64,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0019,1,9,1,2412,6,False,False,-34,,,,1594650272.098352,2020-07-13 17:24:32.098352
10769,167,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650272.098358,2020-07-13 17:24:32.098358
10770,64,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0019,1,9,1,2412,6,False,False,-34,,,,1594650272.098364,2020-07-13 17:24:32.098364
10771,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-34,,,,1594650272.125831,2020-07-13 17:24:32.125831
10772,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-36,,,,1594650272.125838,2020-07-13 17:24:32.125838
10773,135,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,-34,,15,,1594650272.125845,2020-07-13 17:24:32.125845
10774,184,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650272.12585,2020-07-13 17:24:32.125850
10775,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-36,,,,1594650272.125856,2020-07-13 17:24:32.125856
10776,129,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-28,,15,,1594650272.128581,2020-07-13 17:24:32.128581
10777,64,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0019,1,9,1,2412,6,False,False,-34,,,,1594650272.128588,2020-07-13 17:24:32.128588
10778,167,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650272.128595,2020-07-13 17:24:32.128595
10779,64,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0019,1,9,1,2412,6,False,False,-34,,,,1594650272.128601,2020-07-13 17:24:32.128601
10780,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-34,,,,1594650272.131332,2020-07-13 17:24:32.131332
10781,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-36,,,,1594650272.13134,2020-07-13 17:24:32.131340
10782,135,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,-34,,15,,1594650272.131347,2020-07-13 17:24:32.131347
10783,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-36,,,,1594650272.131354,2020-07-13 17:24:32.131354
10784,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-34,,,,1594650272.137081,2020-07-13 17:24:32.137081
10785,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-34,,,,1594650272.137088,2020-07-13 17:24:32.137088
10786,167,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,-34,,15,,1594650272.137096,2020-07-13 17:24:32.137096
10787,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-36,,,,1594650272.137102,2020-07-13 17:24:32.137102
10788,129,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650272.142585,2020-07-13 17:24:32.142585
10789,64,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0019,1,9,1,2412,6,False,False,-34,,,,1594650272.142592,2020-07-13 17:24:32.142592
10790,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-32,,,,1594650272.165581,2020-07-13 17:24:32.165581
10791,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-36,,,,1594650272.165588,2020-07-13 17:24:32.165588
10792,135,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,-34,,15,,1594650272.165596,2020-07-13 17:24:32.165596
10793,666,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650272.165601,2020-07-13 17:24:32.165601
10794,153,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650272.165605,2020-07-13 17:24:32.165605
10795,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-36,,,,1594650272.165611,2020-07-13 17:24:32.165611
10796,129,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-28,,15,,1594650272.167582,2020-07-13 17:24:32.167582
10797,64,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0019,1,9,1,2412,6,False,False,-34,,,,1594650272.167589,2020-07-13 17:24:32.167589
10798,317,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0008,0,9,1,2412,6,False,False,-34,,,690585684,1594650272.169833,2020-07-13 17:24:32.169833
10799,317,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0008,0,9,1,2412,6,False,False,-32,,,690790485,1594650272.374746,2020-07-13 17:24:32.374746
10800,317,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0008,0,9,1,2412,6,False,False,-34,,,690892886,1594650272.477096,2020-07-13 17:24:32.477096
10801,317,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0008,0,9,1,2412,6,False,False,-34,,,690995272,1594650272.579488,2020-07-13 17:24:32.579488
10802,317,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0008,0,9,1,2412,6,False,False,-34,,,691097648,1594650272.681847,2020-07-13 17:24:32.681847
10803,317,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0008,0,9,1,2412,6,False,False,-34,,,691200104,1594650272.784224,2020-07-13 17:24:32.784224
10804,317,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0008,0,9,1,2412,6,False,False,-34,,,691302503,1594650272.886604,2020-07-13 17:24:32.886604
10805,152,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-28,,15,,1594650272.952856,2020-07-13 17:24:32.952856
10806,64,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0019,1,9,1,2412,6,False,False,-34,,,,1594650272.952863,2020-07-13 17:24:32.952863
10807,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-36,,,,1594650272.976355,2020-07-13 17:24:32.976355
10808,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-34,,,,1594650272.976362,2020-07-13 17:24:32.976362
10809,219,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,130,1,2412,7,False,False,-34,,15,,1594650272.97637,2020-07-13 17:24:32.976370
10810,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-36,,,,1594650272.976376,2020-07-13 17:24:32.976376
10811,141,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650272.979855,2020-07-13 17:24:32.979855
10812,64,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0019,1,9,1,2412,6,False,False,-32,,,,1594650272.979863,2020-07-13 17:24:32.979863
10813,317,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0008,0,9,1,2412,6,False,False,-34,,,691404863,1594650272.988981,2020-07-13 17:24:32.988981
10814,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-32,,,,1594650273.027744,2020-07-13 17:24:33.027744
10815,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-34,,,,1594650273.027752,2020-07-13 17:24:33.027752
10816,141,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,130,1,2412,7,False,False,-34,,15,,1594650273.02776,2020-07-13 17:24:33.027760
10817,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-36,,,,1594650273.027766,2020-07-13 17:24:33.027766
10818,129,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650273.02948,2020-07-13 17:24:33.029480
10819,64,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0019,1,9,1,2412,6,False,False,-34,,,,1594650273.029488,2020-07-13 17:24:33.029488
10820,627,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650273.029495,2020-07-13 17:24:33.029495
10821,64,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0019,1,9,1,2412,6,False,False,-36,,,,1594650273.029502,2020-07-13 17:24:33.029502
10822,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-34,,,,1594650273.075858,2020-07-13 17:24:33.075858
10823,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-36,,,,1594650273.075865,2020-07-13 17:24:33.075865
10824,135,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,130,1,2412,7,False,False,-34,,15,,1594650273.075873,2020-07-13 17:24:33.075873
10825,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-34,,,,1594650273.075879,2020-07-13 17:24:33.075879
10826,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-32,,,,1594650273.075895,2020-07-13 17:24:33.075895
10827,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-34,,,,1594650273.075902,2020-07-13 17:24:33.075902
10828,279,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,130,1,2412,7,False,False,-34,,15,,1594650273.075909,2020-07-13 17:24:33.075909
10829,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-36,,,,1594650273.075915,2020-07-13 17:24:33.075915
10830,129,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650273.077731,2020-07-13 17:24:33.077731
10831,64,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0019,1,9,1,2412,6,False,False,-34,,,,1594650273.077738,2020-07-13 17:24:33.077738
10832,180,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650273.077745,2020-07-13 17:24:33.077745
10833,64,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0019,1,9,1,2412,6,False,False,-36,,,,1594650273.077752,2020-07-13 17:24:33.077752
10834,216,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650273.081105,2020-07-13 17:24:33.081105
10835,64,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0019,1,9,1,2412,6,False,False,-32,,,,1594650273.081112,2020-07-13 17:24:33.081112
10836,459,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650273.081119,2020-07-13 17:24:33.081119
10837,64,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0019,1,9,1,2412,6,False,False,-32,,,,1594650273.081125,2020-07-13 17:24:33.081125
10838,317,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0008,0,9,1,2412,6,False,False,-34,,,691507271,1594650273.091484,2020-07-13 17:24:33.091484
10839,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-32,,,,1594650273.123362,2020-07-13 17:24:33.123362
10840,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-34,,,,1594650273.12337,2020-07-13 17:24:33.123370
